genus_vernacular;species_vernacular;genus_scientific;genus_author;species_scientific;primary_use;secondary_use;wild
Pleione, Tibetorchidee, Indischer Krokus;Limpricht-P.;Pleione;D.;P. limprichtii;Z;NA;NA
Kappenständel;Kappenständel;Calypso;SALISB.;NA;NA;NA;NA
Steppenlilie, Ixialilie;Steppenlilie, Ixialilie;Ixiolirion;FISCH.;NA;NA;NA;NA
Grasschwertel, Binsenlilie;Kalifornisches G.;Sisyrinchium;L.;S. californicum;Z;NA;NA
Grasschwertel, Binsenlilie;Gestreiftes G;Sisyrinchium;L.;S. striatum;Z;NA;NA
Grasschwertel, Binsenlilie;Gewöhnliches G;Sisyrinchium;L.;G. hirsutula;Z;NA;NA
Grasschwertel, Binsenlilie;Weißliches G.;Sisyrinchium;L.;S. albidum;Z;NA;NA
Grasschwertel, Binsenlilie;Berg-G.;Sisyrinchium;L.;T. montanum;Z;NA;W
Grasschwertel, Binsenlilie;Berg-G.;Sisyrinchium;L.;T. montanum;Z;NA;W
Grasschwertel, Binsenlilie;Idaho-G.;Sisyrinchium;L.;NA;NA;NA;NA
Grasschwertel, Binsenlilie;Stachelspitziges G.;Sisyrinchium;L.;S. mucronatum;Z;NA;NA
Grasschwertel, Binsenlilie;Nördliches G.;Sisyrinchium;L.;NA;NA;NA;NA
Schwertlilie;Danford-Sch.;Iris;L.;I. danfordiae;Z;NA;NA
Schwertlilie;Winogradow-Sch.;Iris;L.;I. winogradowii;Z;NA;NA
Schwertlilie;Kleine Zwerg-Sch.;Iris;L.;I. histrioides;Z;NA;NA
Schwertlilie;Lichtblaue Zwerg-Sch.;Iris;L.;I. histrio f.;Z;NA;NA
Schwertlilie;Netz-Sch.;Iris;L.;I. reticulata;Z;NA;NA
Schwertlilie;Baker-Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Pamphylische Sch.;Iris;L.;I. pamphylica;Z;NA;NA
Schwertlilie;Englische Sch., Pyrenäen-Sch.;Iris;L.;I. latifolia;Z;NA;NA
Schwertlilie;Spanische Sch.;Iris;L.;I. xiphium;Z;NA;NA
Schwertlilie;Holländische Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Buchara-Sch., Geweih-Sch.;Iris;L.;I. bucharica;Z;NA;NA
Schwertlilie;Rundzungen-Sch.;Iris;L.;I. cycloglossa;Z;NA;NA
Schwertlilie;Großartige Sch.;Iris;L.;I. magnifica;Z;NA;NA
Schwertlilie;Zenaida-Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Aucher-Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Willmott-Sch.;Iris;L.;I. willmottiana;Z;NA;NA
Schwertlilie;Graeber-Sch;Iris;L.;I. × graeberiana;Z;NA;NA
Schwertlilie;Warley-Sch.;Iris;L.;I. warleyensis;Z;NA;NA
Schwertlilie;Vertretende Sch.;Iris;L.;I. vicaria;Z;NA;NA
Schwertlilie;Reichenbach-Sch.;Iris;L.;I. reichenbachii;Z;NA;NA
Schwertlilie;Vielfarben-Zwerg-Sch.;Iris;L.;I. suaveolens;Z;NA;NA
Schwertlilie;Zwerg-Sch.;Iris;L.;A. nana;Z;NA;W
Schwertlilie;Attische Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Grünliche Sch.;Iris;L.;I. lutescens;Z;NA;NA
Schwertlilie;Bleiche Sch.;Iris;L.;I. pallida;N;Z;NA
Schwertlilie;Bunte Sch.;Iris;L.;I. variegata;Z;NA;W
Schwertlilie;Deutsche Sch.;Iris;L.;I. germanica;N;Z;NA
Schwertlilie;Florentiner Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Holunder-Sch.;Iris;L.;I. × sambucina;N;Z;NA
Schwertlilie;Gelbliche Sch., Bauerngarten-Sch;Iris;L.;I. flavescens;Z;NA;NA
Schwertlilie;Sortengruppen der Bart-Iris;Iris;L.;NA;NA;NA;NA
Schwertlilie;Kultur der Bart-I;Iris;L.;NA;NA;NA;NA
Schwertlilie;Krankheiten;Iris;L.;NA;NA;NA;NA
Schwertlilie;Nacktstängel-Sch.;Iris;L.;I. aphylla;Z;NA;W
Schwertlilie;Korolkow-Sch.;Iris;L.;I. korolkowii;Z;NA;NA
Schwertlilie;Sand-Sch;Iris;L.;I. humilis;Z;NA;NA
Schwertlilie;Hoog-Sch.;Iris;L.;I. hoogiana;Z;NA;NA
Schwertlilie;Ausläufer-Sch.;Iris;L.;I. stolonifera;Z;NA;NA
Schwertlilie;Kamm-Sch.;Iris;L.;I. cristata;Z;NA;NA
Schwertlilie;See-Sch., Amerikanische Zwerg-Sch.;Iris;L.;I. lacustris;Z;NA;NA
Schwertlilie;Dach-Sch.;Iris;L.;I. tectorum;Z;NA;NA
Schwertlilie;Japanische Zwerg-Sch.;Iris;L.;I. gracilipes;Z;NA;NA
Schwertlilie;Gefranste Sch.;Iris;L.;I. japonica;Z;NA;NA
Schwertlilie;Übelriechende Sch.;Iris;L.;I. foetidissima;Z;NA;NA
Schwertlilie;Winter-Sch.;Iris;L.;I. unguicularis;Z;NA;NA
Schwertlilie;Borsten-Sch.;Iris;L.;I. setosa;Z;NA;NA
Schwertlilie;Forrest-Sch.;Iris;L.;I. forrestii;Z;NA;NA
Schwertlilie;Wilson-Sch.;Iris;L.;NA;NA;NA;NA
Schwertlilie;Sibirische Sch., Wiesen-Sch.;Iris;L.;I. sibirica;Z;NA;W
Schwertlilie;Delavay-Sch.;Iris;L.;I. delavayi;Z;NA;NA
Schwertlilie;Ostsibirische Sch.;Iris;L.;I. sanguinea;Z;NA;NA
Schwertlilie;Goldstreifen-Sch.;Iris;L.;I. chrysographes;Z;NA;NA
Schwertlilie;Monnier-Sch.;Iris;L.;I. monnieri;Z;NA;W
Schwertlilie;Wasser-Sch., Sumpf-Sch.;Iris;L.;I. pseudacorus;Z;NA;W
Schwertlilie;Steppen-Sch.;Iris;L.;I. spuria;Z;NA;W
Schwertlilie;Regenbogen-Sch.;Iris;L.;I. innominata;Z;NA;NA
Schwertlilie;Japanische Sumpf-Sch.;Iris;L.;I. ensata;Z;NA;NA
Schwertlilie;Rocky-Mountain-Sch;Iris;L.;I. missouriensis;Z;NA;NA
Schwertlilie;Siebenbürger Gras-Sch.;Iris;L.;I. ruthenica;Z;NA;NA
Schwertlilie;Sintenis-Sch;Iris;L.;I. sintenisii;Z;NA;NA
Schwertlilie;Terrakotta-Sch., Kupfer-Sch.;Iris;L.;I. fulva;Z;NA;NA
Schwertlilie;Gras-Sch., Pflaumenduft-Sch.;Iris;L.;I. graminea;Z;NA;W
Schwertlilie;Verschiedenfarbige Sch.;Iris;L.;I. versicolor;Z;NA;W
Schwertlilie;Orientalische Sch., Schmetterlings-Sch.;Iris;L.;I. orientalis;Z;NA;NA
Schwertlilie;Asiatische Sumpf-Sch.;Iris;L.;I. laevigata;Z;NA;NA
Gladiole, Siegwurz;Abessinische G., Stern-G.;Gladiolus;L.;G. callianthus;Z;NA;NA
Gladiole, Siegwurz;Garten-G.;Gladiolus;L.;A. caucasica;Z;NA;NA
Gladiole, Siegwurz;Garten-G.;Gladiolus;L.;A. caucasica;Z;NA;NA
Gladiole, Siegwurz;Eintönige G.;Gladiolus;L.;G. tristis;Z;NA;NA
Gladiole, Siegwurz;Primel-G.;Gladiolus;L.;G. dalenii;Z;NA;NA
Gladiole, Siegwurz;Gegenblütige G.;Gladiolus;L.;G. oppositiflorus;Z;NA;NA
Gladiole, Siegwurz;Schmetterlings-G.;Gladiolus;L.;G. papilio f.;Z;NA;NA
Gladiole, Siegwurz;Fleischrosa G.;Gladiolus;L.;G. carneus;Z;NA;NA
Gladiole, Siegwurz;Blutrote G.;Gladiolus;L.;G. cruentus;Z;NA;NA
Gladiole, Siegwurz;Acker-G., Feld-Siegwurz;Gladiolus;L.;G. italicus;Z;NA;NA
Gladiole, Siegwurz;Dachzieglige G., Wiesen-Siegwurz;Gladiolus;L.;G. imbricatus;Z;NA;W
Gladiole, Siegwurz;Gewöhnliche S.;Gladiolus;L.;A. syriaca;Z;N;NA
Gladiole, Siegwurz;Gewöhnliche S.;Gladiolus;L.;A. syriaca;Z;NA;NA
Gladiole, Siegwurz;Gewöhnliche S.;Gladiolus;L.;A. syriaca;Z;NA;W
Gladiole, Siegwurz;Illyrische S.;Gladiolus;L.;G. illyricus;Z;NA;NA
Sandkrokus, Scheinkrokus;Sandkrokus, Scheinkrokus;Romulea;MARATTI;NA;NA;NA;NA
Krokus;Olivier-K.;Crocus;L.;C. olivieri;Z;NA;NA
Krokus;Korolkow-K;Crocus;L.;C. korolkowii;Z;NA;NA
Krokus;Gold-K.;Crocus;L.;T. aureum;N;NA;W
Krokus;Gold-K.;Crocus;L.;T. aureum;Z;NA;W
Krokus;Gold-K.;Crocus;L.;T. aureum;Z;NA;NA
Krokus;Goldbrokat-K., Schmalblättriger K., Goldlack-K.;Crocus;L.;C. angustifolius;Z;NA;NA
Krokus;Ankara-K., Kleinasiatischer Gold-K.;Crocus;L.;C. ancyrensis;Z;NA;NA
Krokus;Kleiner K., Balkan-K.;Crocus;L.;C. chrysanthus;Z;NA;NA
Krokus;Glatter K.;Crocus;L.;C. laevigatus;Z;NA;NA
Krokus;Taurus-K.;Crocus;L.;C. fleischeri;Z;NA;NA
Krokus;Sieber-K., Griechischer Zwerg-K.;Crocus;L.;C. sieberi;Z;NA;NA
Krokus;Netz-K.;Crocus;L.;NA;NA;NA;NA
Krokus;Toskanischer K., Rosen-K;Crocus;L.;C. etruscus;Z;NA;NA
Krokus;Zweiblütiger K., Schottischer K.;Crocus;L.;C. biflorus;Z;NA;NA
Krokus;Imperato-K., Teufels-K.;Crocus;L.;C. imperati;Z;NA;NA
Krokus;Frühlings-K;Crocus;L.;P. vernalis;Z;NA;W
Krokus;Echter Frühlings-K.;Crocus;L.;NA;NA;NA;NA
Krokus;Eichenwald-K.;Crocus;L.;NA;NA;NA;NA
Krokus;Alpen-K., Weißer Frühlings-K.;Crocus;L.;NA;NA;NA;NA
Krokus;Dalmatiner K., Elfen-K.;Crocus;L.;C. tommasinianus;Z;NA;W
Krokus;Korsischer K.;Crocus;L.;C. corsicus;Z;NA;NA
Krokus;Kleinster K.;Crocus;L.;NA;NA;NA;NA
Krokus;Silberlack-K.;Crocus;L.;C. versicolor;Z;NA;NA
Krokus;Gitter-Herbst-K.;Crocus;L.;C. cancellatus;Z;NA;NA
Krokus;Ring-Herbst-K.;Crocus;L.;C. kotschyanus;Z;NA;NA
Krokus;Rosen-Herbst-K.;Crocus;L.;C. pulchellus;Z;NA;NA
Krokus;Siebenbürger Herbst-K.;Crocus;L.;C. banaticus;Z;NA;NA
Krokus;Echter Safran;Crocus;L.;C. sativus;N;NA;NA
Krokus;Duft-Herbst-K.;Crocus;L.;NA;NA;NA;NA
Krokus;Spanischer Herbst-K.;Crocus;L.;C. serotinus;Z;NA;NA
Krokus;Pracht-Herbst-K.;Crocus;L.;C. speciosus;Z;NA;NA
Krokus;Riviera-Herbst-K.;Crocus;L.;C. medius;Z;NA;NA
Krokus;Pyrenäen-Herbst-K.;Crocus;L.;C. nudiflorus Freesia;Z;NA;NA
Freesie;Verzweigte F.;Freesia;ECKL.;C. simplicicaulis;Z;NA;NA
Freesie;Umgebogene F;Freesia;ECKL.;F. refracta;Z;NA;NA
Freesie;Leichtlin- F.;Freesia;ECKL.;F. leichtlinii;Z;NA;NA
Freesie;Weiße F.;Freesia;ECKL.;S. album;Z;NA;W
Freesie;Weiße F.;Freesia;ECKL.;S. album;Z;NA;NA
Fransenschwertel;Dreifarbiges F., Harlekinblume;Sparaxis;KER;S. tricolor;Z;NA;NA
Fransenschwertel;Knöllchen-F.;Sparaxis;KER;S. bulbifera;Z;NA;NA
Fransenschwertel;Großblütiges F.;Sparaxis;KER;P. grandiflora;Z;NA;NA
Fransenschwertel;Großblütiges F.;Sparaxis;KER;P. grandiflora;Z;NA;NA
Tigerblume, Pfauenblume;Tigerblume, Pfauenblume;Tigridia;JUSS.;NA;NA;NA;NA
Tritonie;Safranfarbige T.;Tritonia;KER;T. crocata;Z;NA;NA
Montbretie;Rispen-M.;Crocosmia;PLANCH.;C. paniculata;Z;NA;NA
Montbretie;Transkei-M.;Crocosmia;PLANCH.;C. masoniorum;Z;NA;NA
Montbretie;Gold-M.;Crocosmia;PLANCH.;C. aurea;Z;NA;NA
Montbretie;Potts-M.;Crocosmia;PLANCH.;C. pottsii;Z;NA;NA
Montbretie;Garten-M.;Crocosmia;PLANCH.;P. somniferum;Z;N;NA
Montbretie;Garten-M.;Crocosmia;PLANCH.;P. somniferum;Z;NA;NA
Montbretie;Garten-M.;Crocosmia;PLANCH.;P. somniferum;Z;NA;NA
Taglilie;Braunrote T.;Hemerocallis;L.;H. fulva;Z;NA;W
Taglilie;Dumortier-T.;Hemerocallis;L.;H. dumortieri;Z;NA;NA
Taglilie;Middendorff-T.;Hemerocallis;L.;H. middendorffii;Z;NA;NA
Taglilie;Essbare T.;Hemerocallis;L.;NA;NA;NA;NA
Taglilie;Kleine T., Stern-T.;Hemerocallis;L.;H. minor;Z;NA;NA
Taglilie;Gelbe T.;Hemerocallis;L.;H. lilioasphodelus;Z;NA;W
Taglilie;Gelbe T.;Hemerocallis;L.;H. lilioasphodelus;Z;NA;NA
Taglilie;Thunberg-T.;Hemerocallis;L.;NA;NA;NA;NA
Taglilie;Zitronen-T.;Hemerocallis;L.;H. citrina;Z;NA;NA
Affodill;Weißer A.;Asphodelus;L.;I. candida;Z;NA;NA
Affodill;Kirschen-A.;Asphodelus;L.;NA;NA;NA;NA
Affodill;Röhriger A.;Asphodelus;L.;A. fistulosus;Z;NA;NA
Junkerlilie;Liburnische J.;Asphodeline;RCHB.;A. liburnica;Z;NA;NA
Junkerlilie;Schlanke J;Asphodeline;RCHB.;A. tenuior;Z;NA;NA
Junkerlilie;Gelbe J.;Asphodeline;RCHB.;A. lutea;Z;NA;NA
Junkerlilie;Krim-J.;Asphodeline;RCHB.;A. taurica;Z;NA;NA
Steppenkerze, Wüstenschweif;Afghanistan-St., Schmalblättrige St.;Eremurus;M.;E. stenophyllus;Z;NA;NA
Steppenkerze, Wüstenschweif;Schopfige St;Eremurus;M.;E. comosus;Z;NA;NA
Steppenkerze, Wüstenschweif;Ansehnliche St.;Eremurus;M.;E. spectabilis;Z;NA;NA
Steppenkerze, Wüstenschweif;Sogdische St.;Eremurus;M.;E. soogdianus;Z;NA;NA
Steppenkerze, Wüstenschweif;Turkestanische St.;Eremurus;M.;E. turkestanicus;Z;NA;NA
Steppenkerze, Wüstenschweif;Olga-St.;Eremurus;M.;E. olgae;Z;NA;NA
Steppenkerze, Wüstenschweif;Kaufmann-St.;Eremurus;M.;E. kaufmannii;Z;NA;NA
Steppenkerze, Wüstenschweif;Buchara-St.;Eremurus;M.;E. bucharicus;Z;NA;NA
Steppenkerze, Wüstenschweif;Milchweiße St.;Eremurus;M.;E. lactiflorus;Z;NA;NA
Steppenkerze, Wüstenschweif;Aitchison-St.;Eremurus;M.;E. aitchisonii;Z;NA;NA
Steppenkerze, Wüstenschweif;Himalaja-St.;Eremurus;M.;G. himalayense;Z;NA;NA
Steppenkerze, Wüstenschweif;Himalaja-St.;Eremurus;M.;G. himalayense;Z;NA;NA
Steppenkerze, Wüstenschweif;Riesen-St., Kleopatranadel;Eremurus;M.;E. robustus;Z;NA;NA
Fackellilie;Schwertblättrige F.;Kniphofia;MOENCH;K. ensifolia;Z;NA;NA
Fackellilie;Frühe F;Kniphofia;MOENCH;K. praecox;Z;NA;NA
Fackellilie;Schopf-F., Traubige F.;Kniphofia;MOENCH;K. uvaria;Z;NA;NA
Fackellilie;Langblättrige F;Kniphofia;MOENCH;K. linearifolia;Z;NA;NA
Fackellilie;Zitronen-F;Kniphofia;MOENCH;K. citrina;Z;NA;NA
Fackellilie;Wenigblütige F.;Kniphofia;MOENCH;K. pauciflora;Z;NA;NA
Fackellilie;Drakensberg-F.;Kniphofia;MOENCH;K. rufa;Z;NA;NA
Fackellilie;Lockerblütige F.;Kniphofia;MOENCH;NA;NA;NA;NA
Fackellilie;Zierliche F.;Kniphofia;MOENCH;S. forsterianum;Z;NA;W
Fackellilie;Grasblättrige F.;Kniphofia;MOENCH;K. triangularis;Z;NA;NA
Fackellilie;Galpin-F.;Kniphofia;MOENCH;K. galpinii;Z;NA;NA
Spargel;Zier-Sp.;Asparagus;L.;NA;NA;NA;NA
Spargel;Feder-Sp.;Asparagus;L.;A. setaceus;Z;NA;NA
Spargel;Farn-Sp.;Asparagus;L.;A. filicinus;Z;NA;NA
Spargel;Spitzblättriger Sp.;Asparagus;L.;A. acutifolius;Z;NA;NA
Spargel;Wirtel-Sp.;Asparagus;L.;A. verticillatus;Z;NA;NA
Spargel;Haarblatt-Sp.;Asparagus;L.;A. trichophyllus;Z;NA;NA
Spargel;Zartblättriger Sp.;Asparagus;L.;A. tenuifolius;Z;NA;NA
Spargel;Gemüse-Sp., Garten-Sp.;Asparagus;L.;A. officinalis;Z;N;NA
Spargel;Rauer Sp.;Asparagus;L.;A. pseudoscaber;Z;NA;NA
Mäusedorn;Gewöhnlicher M.;Ruscus;L.;P. peltatum;Z;NA;NA
Mäusedorn;Hadernblatt;Ruscus;L.;R. hypoglossum;Z;NA;NA
Mäusedorn;Westmediterraner M;Ruscus;L.;R. hypophyllum;Z;NA;NA
Traubendorn;Traubendorn, Alexandrinischer Lorbeer;Danaë;MEDIK.;D. racemosa;Z;NA;NA
Weißwurz, Salomonssiegel;Hooker-S.;Polygonatum;MILL.;P. hookeri;Z;NA;NA
Weißwurz, Salomonssiegel;Quirl-W.;Polygonatum;MILL.;P. verticillatum;Z;NA;W
Weißwurz, Salomonssiegel;Wohlriechende W., Echtes S.;Polygonatum;MILL.;NA;NA;NA;NA
Weißwurz, Salomonssiegel;Breitblättrige W., Auen-W.;Polygonatum;MILL.;P. hirtum;Z;NA;NA
Weißwurz, Salomonssiegel;Niedrige W.;Polygonatum;MILL.;NA;NA;NA;NA
Weißwurz, Salomonssiegel;Vielblütige W.;Polygonatum;MILL.;P. multiflorum;Z;NA;W
Weißwurz, Salomonssiegel;Garten-W., Riesen-W.;Polygonatum;MILL.;P. hybridum;Z;NA;NA
Weißwurz, Salomonssiegel;ZweiblütigeW.;Polygonatum;MILL.;NA;NA;NA;NA
Weißwurz, Salomonssiegel;Rinnige W;Polygonatum;MILL.;NA;NA;NA;NA
Schattenblümchen;Zweiblättriges Sch.;Maianthemum;F.;NA;NA;NA;NA
Schattenblümchen;Rispen-Sch., Duftsiegel;Maianthemum;F.;M. racemosum;Z;NA;NA
Schattenblümchen;Stern-Sch.;Maianthemum;F.;M. stellatum;Z;NA;NA
Schattenblümchen;Schlangenbart;Maianthemum;F.;NA;NA;NA;NA
Schattenblümchen;Weißer Sch.;Maianthemum;F.;C. leucantha;Z;NA;NA
Schattenblümchen;Weißer Sch.;Maianthemum;F.;C. leucantha;Z;NA;NA
Schattenblümchen;Schwarzer Sch.;Maianthemum;F.;O. planiscapus;Z;NA;NA
Schattenblümchen;Schmalblättriger Sch;Maianthemum;F.;O. japonicus;Z;NA;NA
Maiglöckchen;Gewöhnliches M;Convallaria;L.;C. majalis;Z;NA;W
Goldglocke, Goldsiegel, Trauerglocke;Kantige G.;Uvularia;L.;U. sessilifolia;Z;NA;NA
Goldglocke, Goldsiegel, Trauerglocke;Hänge-G.;Uvularia;L.;U. grandiflora;Z;NA;NA
Goldglocke, Goldsiegel, Trauerglocke;Kleine G.;Uvularia;L.;U. perfoliata;Z;NA;NA
Krötenlilie;Großblütige K;Tricyrtis;WALL.;NA;NA;NA;NA
Krötenlilie;Breitblättrige K.;Tricyrtis;WALL.;L. latifolium;Z;NA;NA
Krötenlilie;Kleinblütige K.;Tricyrtis;WALL.;T. macropoda;Z;NA;NA
Krötenlilie;Gebirgs-K.;Tricyrtis;WALL.;NA;NA;NA;NA
Krötenlilie;Rauhaarige K.;Tricyrtis;WALL.;Bl fiederteilig;Z;NA;NA
Krötenlilie;Taiwan-K.;Tricyrtis;WALL.;T. formosana;Z;NA;NA
Krötenlilie;Weichhaarige K.;Tricyrtis;WALL.;T. pilosa;Z;NA;NA
Knotenfuß;Gewöhnlicher K.;Streptopus;MICHX.;A. calamus;Z;NA;W
Knotenfuß;Gewöhnlicher K.;Streptopus;MICHX.;A. calamus;Z;NA;W
Knotenfuß;Rosa K;Streptopus;MICHX.;St. lanceolatus;Z;NA;NA
Binsenlilie;Binsenlilie;Aphyllanthes;L.;NA;NA;NA;NA
Camassie, Prärielilie;Gewöhnliche P.;Camassia;LINDL.;I. quamoclit;Z;NA;W
Camassie, Prärielilie;Gewöhnliche P.;Camassia;LINDL.;I. quamoclit;Z;NA;NA
Camassie, Prärielilie;Östliche P.;Camassia;LINDL.;C. scilloides;Z;NA;NA
Camassie, Prärielilie;Leichtlin-P.;Camassia;LINDL.;C. leichtlinii;Z;NA;NA
Camassie, Prärielilie;Essbare P.;Camassia;LINDL.;C. quamash;Z;NA;NA
Sommerhyazinthe, Galtonie, Kaphyazinthe;Weiße S.;Galtonia;DECNE.;N. alba;Z;NA;NA
Sommerhyazinthe, Galtonie, Kaphyazinthe;Weiße S.;Galtonia;DECNE.;N. alba;Z;NA;W
Sommerhyazinthe, Galtonie, Kaphyazinthe;Weiße S.;Galtonia;DECNE.;N. alba;Z;NA;NA
Sommerhyazinthe, Galtonie, Kaphyazinthe;Grünblütige S;Galtonia;DECNE.;NA;NA;NA;NA
Milchstern, Vogelmilch;Orange-farbener M.;Ornithogalum;L.;NA;NA;NA;NA
Milchstern, Vogelmilch;Riesen-Chincherinchee;Ornithogalum;L.;O. saundersiae;Z;NA;NA
Milchstern, Vogelmilch;Dolden-M., Stern von Bethlehem;Ornithogalum;L.;O. umbellatum;Z;NA;W
Milchstern, Vogelmilch;Wenigblättriger M.;Ornithogalum;L.;O. oligophyllum;Z;NA;NA
Milchstern, Vogelmilch;Nickender M.;Ornithogalum;L.;O. nutans;Z;NA;W
Milchstern, Vogelmilch;Bouché-M;Ornithogalum;L.;O. boucheanum;Z;NA;W
Milchstern, Vogelmilch;Pyramiden-M., Kurzgriffliger M.;Ornithogalum;L.;O. pyramidale;Z;NA;W
Milchstern, Vogelmilch;Narbonne-M.;Ornithogalum;L.;O. narbonense;Z;NA;NA
Milchstern, Vogelmilch;Pyrenäen-M;Ornithogalum;L.;A. pyrenaica;Z;NA;W
Milchstern, Vogelmilch;Kap-M., Chincherinchee;Ornithogalum;L.;O. thyrsoides;Z;NA;NA
Ananasblume, Schopflilie;Gefleckte Sch., Gefleckte A.;Eucomis;L’HÉR.;Eu. comosa;Z;NA;NA
Ananasblume, Schopflilie;Gerandete Sch.;Eucomis;L’HÉR.;Eu. bicolor;Z;NA;NA
Ananasblume, Schopflilie;Gewellte Sch.;Eucomis;L’HÉR.;Eu. autumnalis;Z;NA;NA
Hasenglöckchen, Blauglöckchen;Riviera-H.;Hyacinthoides;HEIST.;H. italica;Z;NA;NA
Hasenglöckchen, Blauglöckchen;Englisches H.;Hyacinthoides;HEIST.;H. non-scripta;Z;NA;W
Hasenglöckchen, Blauglöckchen;Spanisches H.;Hyacinthoides;HEIST.;H. hispanica;Z;NA;W
Wiesenhyazinthe, Scheinhyazinthe;Hellblaue W.;Brimeura;SALISB.;B. amethystina;Z;NA;NA
Hyazinthchen;Bleiches H.;Hyacinthella;SCHUR;H. pallens;Z;NA;NA
Kegelblume;Kegelblume, Puschkinie;NA;NA;NA;NA;NA;NA
Blaustern, Scilla;Peruanischer B.;Scilla;L.;Sc. peruviana;Z;NA;NA
Blaustern, Scilla;Herbst-B.;Scilla;L.;Sc. autumnalis;Z;NA;NA
Blaustern, Scilla;Ostasiatischer B.;Scilla;L.;Sc. scilloides;Z;NA;NA
Blaustern, Scilla;Amethyst-B.,Wiesen-B;Scilla;L.;Sc. litardierei;Z;NA;NA
Blaustern, Scilla;Hyazinthen-B;Scilla;L.;Sc. hyacinthoides;Z;NA;NA
Blaustern, Scilla;Pyrenäen-B.;Scilla;L.;V. pyrenaica;Z;NA;NA
Blaustern, Scilla;Pyrenäen-B.;Scilla;L.;V. pyrenaica;Z;NA;NA
Blaustern, Scilla;Hohenacker-B.;Scilla;L.;Sc. hohenackeri;Z;NA;NA
Blaustern, Scilla;Greilhuber-B.;Scilla;L.;NA;NA;NA;NA
Blaustern, Scilla;Mischtschenko-B.;Scilla;L.;Sc. mischtschenkoana;Z;NA;NA
Blaustern, Scilla;Russischer B., Sibirischer B.;Scilla;L.;Sc. siberica;Z;NA;W
Blaustern, Scilla;Alpenveilchen-B.;Scilla;L.;Sc. rosenii;Z;NA;NA
Blaustern, Scilla;Zweiblättriger B.;Scilla;L.;Sc. bifolia;Z;NA;W
Blaustern, Scilla;Puschkinien-B.;Scilla;L.;Sc. puschkinioides;Z;NA;NA
Blaustern, Scilla;Schöner B.;Scilla;L.;Sc. amoena;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Dunkle St.;Chionodoxa;BOISS.;Ch. sardensis;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Zyprische St.;Chionodoxa;BOISS.;NA;NA;NA;NA
Schneestolz, Sternhyazinthe, Schneeglanz;Gewöhnliche St., Große St.;Chionodoxa;BOISS.;Ch. forbesii;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Echte St., Luziliens Schneestolz;Chionodoxa;BOISS.;Ch. luciliae;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Kleine St.;Chionodoxa;BOISS.;A. minor;Z;NA;NA
Schneestolz, Sternhyazinthe, Schneeglanz;Weißliche St.;Chionodoxa;BOISS.;NA;NA;NA;NA
Hyazinthe;Garten-H.;Hyacinthus;L.;H. macrophylla;Z;NA;NA
Hyazinthe;Garten-H.;Hyacinthus;L.;H. macrophylla;Z;NA;NA
Träubel, Traubenhyazinthe;Schopf-T.;Muscari;MILL.;M. comosum;Z;NA;W
Träubel, Traubenhyazinthe;Großfrüchtiges T.;Muscari;MILL.;M. macrocarpum;Z;NA;NA
Träubel, Traubenhyazinthe;Moschus- T.;Muscari;MILL.;M. muscarimi;Z;NA;NA
Träubel, Traubenhyazinthe;Himmelblaues T., Scheinhyazinthe;Muscari;MILL.;M. azureum;Z;NA;NA
Träubel, Traubenhyazinthe;Weinbergs-T., Übersehenes T.;Muscari;MILL.;M. neglectum;Z;NA;W
Träubel, Traubenhyazinthe;Verwechseltes T.;Muscari;MILL.;NA;NA;NA;NA
Träubel, Traubenhyazinthe;Breitblättriges T.;Muscari;MILL.;M. latifolium;Z;NA;NA
Träubel, Traubenhyazinthe;Armenisches T.;Muscari;MILL.;M. armeniacum;Z;NA;W
Träubel, Traubenhyazinthe;Aucher-T;Muscari;MILL.;M. aucheri;Z;NA;NA
Träubel, Traubenhyazinthe;Kleines T.;Muscari;MILL.;M. botryoides;Z;NA;W
Bellevalie;Bewimperte B;Bellevalia;LAPEYR.;B. ciliata;Z;NA;NA
Bellevalie;Römische B., Römische Hyazinthe;Bellevalia;LAPEYR.;B. romana;Z;NA;NA
Bellevalie;Dichtblütige B.;Bellevalia;LAPEYR.;B. pycnantha;Z;NA;NA
Graslilie;Graslilie;Anthericum;L.;NA;NA;NA;NA
Graslilie;Trauben-G., Große G., Astlose G.;Anthericum;L.;A. liliago;Z;NA;W
Graslilie;Ästige G.;Anthericum;L.;A. ramosum;Z;NA;W
Paradieslilie;Alpen-P.;Paradisea;MAZZUC.;P. marginata;Z;NA;NA
Paradieslilie;Portugiesische P.;Paradisea;MAZZUC.;NA;NA;NA;NA
Funkie;Blaublatt-F.;Hosta;TRATT.;H. sieboldiana;Z;NA;NA
Funkie;Dauergold-F.;Hosta;TRATT.;NA;NA;NA;NA
