"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998"
"Androsace laggeri";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eriocapitella vitifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eriocapitella tomentosa";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eriocapitella japonica";"z";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Anemonoides baldensis";"s";"ornamental";NA;NA;"yes";"native";"es";"?";"R";"kN"
"Eriocapitella rupicola";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides sylvestris";"z";"ornamental";NA;NA;"yes";"native";"s";"<";"3";"3"
"Anemonastrum richardsonii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eriocapitella rivularis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonastrum tetrasepalum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonastrum narcissiflorum";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"3";"3"
"Anemonastrum canadense";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemoclema glaucifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonastrum trullifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonastrum obtusilobum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides apennina";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides blanda";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonastrum baicalense";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides reflexa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides ranunculoides";"z";"ornamental";NA;NA;"yes";"native";"h";"=";"*";"*"
"Anemonoides trifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides altaica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anemonoides nemorosa";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Archanthemis marschalliana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cota tinctoria";"v";"ornamental";NA;"W";"yes";"native";"h";"<";"*";"*"
"Cota tinctoria subsp. sancti-johannis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cota triumfetti";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anthemis cretica subsp. carpatica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Antirrhinum hispanicum subsp. hispanicum";"s";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Mesembryanthemum cordifolium";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Aquilegia amaliae";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Arabis procurrens var. ferdinandi-coburgi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Chrysanthemum arcticum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Arctous alpina";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Armeria humilis subsp. humilis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Huynhia pulchra";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Maurandya scandens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Gomphocarpus fruticosus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hexaphylla arcadiensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hexaphylla hirta";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hexaphylla capitata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cynanchica pyrenaica subsp. cynanchica";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"V"
"Cynanchica neilreichii";"s";"ornamental";NA;NA;"yes";"native";"es";"?";"R";"*"
"Cynanchica suberosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cynanchica nitida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Galatella linosyris";"s";"ornamental";NA;"W";"yes";"native";"s";"<";"3";"*"
"Eurybia macrophylla";"z";"ornamental";NA;NA;"yes";"established non-native";"nb";NA;"nb";"kN"
"Symphyotrichum cordifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eurybia divaricata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Galatella sedifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Symphyotrichum novae-angliae";"v";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Eurybia sibirica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Symphyotrichum novi-belgii";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Symphyotrichum laeve";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Symphyotrichum × versicolor";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Symphyotrichum ericoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Symphyotrichum lanceolatum";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Pallenis maritima";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Helictochloa planiculmis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Barbarea vulgaris subsp. arcuata";"s";"ornamental";NA;"W";"yes";"native";"mh";"=";"*";"nb"
"Begonia grandis subsp. grandis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Bellevalia paradoxa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Bergenia crassifolia var. crassifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Bergenia pacumbis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Rhamphospermum nigrum";"z";NA;"crop";"W";"yes";"native";"mh";"=";"*";"*"
"Bromus japonicus subsp. anatolicus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Erica spiculifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Bryonia cretica subsp. dioica";"s";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Aegonychon purpurocaeruleum";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"*"
"Clinopodium grandiflorum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Clinopodium menthifolium";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Clinopodium nepeta";"s";"ornamental";NA;"W";"yes";"native";"es";"<";"1";"*"
"Clinopodium nepeta subsp. subisodontum";"s";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Cistanthe grandiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Montiopsis umbellata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Calanthe puberula";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Calanthe triplicata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Calanthe alismifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Melaleuca citrina";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Campanula dasyantha subsp. chamissonis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Favratia zoysii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Campanula persicifolia subsp. persicifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Psephellus bellus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Psephellus pulcherrimus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Psephellus dealbatus";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Rhaponticoides ruthenica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Plectocephalus americanus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Centaurium chloodes subsp. chloodes";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana angustifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana rubra";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Valeriana macrosiphon";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Valeriana calcitrapae";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Centaurea glastifolia subsp. glastifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Blitum bonus-henricus";"s";NA;"crop";"W";"yes";"native";"mh";"<<";"3";"3"
"Dysphania botrys";"v";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Dysphania ambrosioides";NA;NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Blitum virgatum";"z";"ornamental";"crop";NA;"yes";"established non-native";"nb";NA;"nb";"kN"
"Blitum capitatum";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Chenopodiastrum hybridum";NA;NA;"crop";"W";"yes";"native";"h";"<";"*";"*"
"Scilla sardensis";"z";"ornamental";NA;"W";"yes";"established non-native";"ss";">";"*";"kN"
"Scilla forbesii";"s";"ornamental";NA;"W";"yes";"established non-native";"ss";">";"*";"kN"
"Scilla luciliae";"z";"ornamental";NA;"W";"yes";"established non-native";"ss";">";"*";"kN"
"Scilla nana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Plagius grandis";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Heterotheca villosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea racemosa";"z";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Actaea elata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea japonica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea rubifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea dahurica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea simplex";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea podocarpa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Actaea cimicifuga";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cleome houtteana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Rotheca myricoides subsp. myricoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Centaurea benedicta";"s";NA;"crop";"W";"yes";NA;NA;NA;NA;NA
"Pseudocodon convolvulaceus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Codonopsis pilosula subsp. tangshen";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Collinsia verna";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Collomia biflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Commelina tuberosa";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Delphinium consolida";"s";"ornamental";NA;"W";"yes";"native";"mh";"<<";"3";"3"
"Delphinium ajacis";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Delphinium hispanicum";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Coptis japonica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Pelargonium myrrhifolium var. coriandrifolium";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Kaufmannia semenovii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula matthioli subsp. pekinensis";"z";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Primula matthioli";"z";"ornamental";NA;"W";"yes";"native";"es";"=";"R";"*"
"Cotoneaster salicifolius var. salicifolius";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cotula sericea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Crambe hispanica subsp. abyssinica";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Pycnosorus globosus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Craspedia macrocephala";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Crocus autumnalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cyclamen alpinum f. alpinum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Carex fraseriana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cyperus alternifolius subsp. flabelliformis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Paris polyphylla";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hydrangea caerulea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cardamine enneaphyllos";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"V";"*"
"Cardamine pentaphyllos";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Cardamine bulbifera";"s";"ornamental";NA;"W";"yes";"native";"mh";"=";"*";"*"
"Ehrendorferia chrysantha";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lamprocapnos spectabilis";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ichtyoselmis macrantha";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Trachymene coerulea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Podophyllum cymosum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula latiloba";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula tetrandra";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula jeffreyi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula hendersonii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula clevelandii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula pauciflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula pauciflora var. cusickii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Primula meadia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Doronicum caucasicum";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cleretum bellidiforme";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Cleretum clavatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Drosera anglica";"s";"ornamental";NA;"W";"yes";"native";"s";"<<";"2";"2"
"Potentilla indica";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Dudleya pulverulenta";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Elodea densa";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN"
"Pontederia crassipes";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Elymus repens";"z";NA;"crop";"W";"yes";"native";"sh";">";"*";"*"
"Thinopyrum junceum";"v";NA;"crop";"W";"yes";NA;NA;NA;NA;NA
"Empetrum nigrum subsp. nigrum";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Epimedium diphyllum subsp. diphyllum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eruca vesicaria";"s";NA;"crop";"W";"yes";NA;NA;NA;NA;NA
"Eschscholzia caespitosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eutrochium maculatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eutrochium purpureum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Conoclinium coelestinum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ageratina aromatica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ageratina altissima";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Euphorbia illirica";"s";"ornamental";NA;"W";"yes";"native";"es";"<<";"1";"1"
"Euphorbia heterophylla var. cyathophora";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Eustoma russellianum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Reynoutria japonica";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Reynoutria sachalinensis";"v";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Valeriana cornucopiae";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lolium pratense";"v";NA;"crop";"W";"yes";"native";"sh";"=";"*";"*"
"Lolium giganteum";"s";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Lolium arundinaceum";"s";NA;"crop";"W";"yes";"native";"h";"=";"*";"*"
"Festuca trachyphylla";NA;NA;"crop";"W";"yes";"native";"h";"=";"*";"*"
"Filipendula digitata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Francoa appendiculata var. sonchifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Freesia leichtlinii subsp. alba";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Fritillaria biflora var. biflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Fritillaria pyrenaica subsp. pyrenaica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lamium galeobdolon subsp. galeobdolon";"z";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Gaultheria pyroloides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Oenothera curtiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Oenothera suffrutescens";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Oenothera lindheimeri";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Gladiolus murielae";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ornithogalum candicans";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Omalotheca norvegica";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Omalotheca supina";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Omalotheca hoppeana";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Gomphrena serrata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Psammophiliella muralis";"z";"ornamental";NA;"W";"yes";"native";"mh";"<<";"3";"3"
"Acanthophyllum cerastioides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Sanicula epipactis";"s";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA
"Veronica ochracea";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica cupressoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica odora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica brachysiphon";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica pinguifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Veronica pimeleoides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Corethrodendron multijugum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hymenoxys hoopesii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Helianthemum oelandicum subsp. alpestre";"z";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Xerochrysum bracteatum";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Anaphalioides bellidioides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Castroviejoa frigida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Chrysocephalum apiculatum";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Heracleum villosum";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Heracleum maximum";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Platystigma lineare";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Pilosella officinarum";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*"
"Pilosella stoloniflora";"s";"ornamental";NA;"W";"yes";"native";"es";"<";"1";"kN"
"Pilosella aurantiaca";"v";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*"
"Anthoxanthum nitens";NA;"ornamental";NA;"W";"yes";"native";"ss";"<<";"1";"2"
"Anthoxanthum redolens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hosta sieboldiana var. sieboldiana";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hosta longipes var. longipes";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Hyacinthella leucophaea subsp. leucophaea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Elymus hystrix";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Pentanema salicinum";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"V"
"Pentanema ensifolium";"s";"ornamental";NA;NA;"yes";"native";"ex";NA;"0";"kN"
"Pentanema hirtum";"s";"ornamental";NA;"W";"yes";"native";"s";"<";"3";"3"
"Pentanema oculus-christi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Pentanema orientale";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Iresine diffusa f. herbstii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Iresine diffusa f. lindenii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ramonda heldreichii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Plagiorhegma dubium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Sempervivum globiferum";"z";"ornamental";NA;"W";"yes";"native";"ss";"<";"3";"*"
"Jurinea moschus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lampranthus multiradiatus";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lithotoma axillaris";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Malva arborea";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Malva trimestris";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Malva thuringiaca";"s";"ornamental";NA;"W";"yes";"native";"ss";"<";"3";"*"
"Malva olbia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Rhododendron tomentosum";"s";"ornamental";NA;"W";"yes";"native";"s";"<";"3";"3"
"Rhododendron groenlandicum";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Kalmia buxifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Vicia lens";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Leontopodium nivale subsp. alpinum";"z";"ornamental";NA;"W";"yes";"native";"ss";"<<";"2";"2"
"Leontopodium leontopodinum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Acis rosea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Acis autumnalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Acis trichophylla";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Acis nicaeensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Lewisiopsis tweedyi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Mutellina purpurea";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*"
"Goniolimon tataricum subsp. tataricum";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Leptosiphon androsaceus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Leptosiphon nuttallii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Leptosiphon grandiflorus";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Glandora diffusa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Kalmia procumbens";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*"
"Lupinus ehrenbergii var. ehrenbergii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Solanum pimpinellifolium";"s";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Solanum lycopersicum";"v";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Origanum majorana";"v";NA;"crop";NA;"yes";NA;NA;NA;NA;NA
"Matricaria chamomilla";"z";NA;"crop";"W";"yes";"native";"sh";"=";"*";"*"
"Cathcartia villosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Papaver cambricum";"z";"ornamental";NA;NA;"yes";"established non-native";"nb";NA;"nb";"kN"
"Cathcartia chelidoniifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Mentha × wirtgeniana";"z";NA;"crop";NA;"yes";"native";"?";"?";"D";"kN"
"Decalepidanthus echioides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Decalepidanthus primuloides";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Gleichenia alpina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Diplacus aurantiacus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Erythranthe cuprea";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Erythranthe guttata";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Erythranthe lutea";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Erythranthe moschata";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*"
"Erythranthe cardinalis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Mcneillia graminifolia";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Sabulina verna";"z";"ornamental";NA;"W";"yes";"native";"ss";"=";"3";"*"
"Cherleria laricifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Miscanthus × longiberbis";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA
"Mitellastra caulescens";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Pectiantia pentandra";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Brewerimitella breweri";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Brewerimitella ovalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ozomelis stauropetala";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
"Ozomelis trifida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA
