genus_vernacular;species_vernacular;genus_scientific;species_scientific;frequency;primary_use;secondary_use;wild
Fetthenne, Mauerpfeffer;Weiße F.;Sedum;S. album;Z v;Z;NA;W
Fetthenne, Mauerpfeffer;Zierliche F.;Sedum;S. forsterianum;Z v;Z;NA;W
Fetthenne, Mauerpfeffer;Ockergelbe F.;Sedum;S. ochroleucum;Z s;Z;NA;W
Fetthenne, Mauerpfeffer;Nizza-F.;Sedum;S. sediforme;Z z;Z;NA;NA
Fetthenne, Mauerpfeffer;Felsen-F., Tripmadam;Sedum;S. rupestre;Z z;Z;NA;W
Fetthenne, Mauerpfeffer;Scharfer Mauerpfeffer;Sedum;S. acre;Z v;Z;NA;W
Fetthenne, Mauerpfeffer;Milder Mauerpfeffer;Sedum;S. sexangulare;Z z;Z;NA;W
Scheinakelei;Moschuskrautähnliche Sch.;Semiaquilegia;S. adoxoides;Z s;Z;NA;NA
Narihirabambus;Echter N.;Semiarundinaria;S. fastuosa;NA;Z;NA;NA
Hauswurz, Dachwurz;Berg-S.;Sempervivum;S. montanum;Z z;Z;NA;NA
Hauswurz, Dachwurz;Balkan-H.;Sempervivum;S. marmoreum;Z z;Z;NA;NA
Hauswurz, Dachwurz;Spinnweben-H.;Sempervivum;S. arachnoideum;Z z;Z;NA;W
Hauswurz, Dachwurz;Gelbe H., Wulfen-H.;Sempervivum;S. wulfenii;Z s;Z;NA;NA
Hauswurz, Dachwurz;Serpentin-H.;Sempervivum;S. pittonii;Z s;Z;NA;NA
Hauswurz, Dachwurz;Dach-H.;Sempervivum;S. tectorum;Z z;Z;NA;W
Greiskraut, Kreuzkraut;Pelziges G.;Senecio;S. viravira;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Silber-G., Aschenblume;Senecio;S. cineraria;Z v;Z;NA;NA
Greiskraut, Kreuzkraut;Weißgraues G.;Senecio;S. incanus;Z z;Z;NA;NA
Greiskraut, Kreuzkraut;Purpur-G.;Senecio;S. elegans;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Schönes G.;Senecio;S. pulcher;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Gämswurz-G.;Senecio;S. doronicum;Z s;Z;NA;W
Greiskraut, Kreuzkraut;Samt-G.;Senecio;S. petasitis;Z s;Z;NA;NA
Greiskraut, Kreuzkraut;Eberrauten-G., Bärenkraut;Senecio;S. abrotanifolius;Z z;Z;NA;W
Greiskraut, Kreuzkraut;Flett-G.;Senecio;S. flettii;Z s;Z;NA;NA
Scharte;Färber-Sch.;Serratula;S. tinctoria;Z s;Z;N;NA
Blaugras;Kalk-B.;Sesleria;S. caerulea;Z z;Z;NA;W
Borstenhirse;Kolben-B.;Setaria;S. italica;N z;Z;N;NA
Borstenhirse;Fuchsrote B.;Setaria;S. pumila;NA;Z;NA;W
Shibatabambus;Japan-Sh., Ruscusbambus;Shibataea;Sh. kumasasa;Z s;Z;NA;NA
Winterblatt;Alpenglöckchenähnliches W.;Shortia;Sh. soldanelloides;Z s;Z;NA;NA
Winterblatt;Galaxblättriges W.;Shortia;Sh. galacifolia;Z s;Z;NA;NA
Winterblatt;Einblütiges W.;Shortia;Sh. uniflora;Z s;Z;NA;NA
Gelbling;Gelbling;Sibbaldia;S. procumbens;Z s;Z;NA;W
Haargurke;Haargurke;Sicyos;S. angulatus;Z z;Z;NA;NA
Präriemalve, Doppelmalve;Weiße P.;Sidalcea;S. candida;Z s;Z;NA;NA
Präriemalve, Doppelmalve;Malvenblütige P.;Sidalcea;S. malviflora;Z s;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Nelken-L., Morgenröschen;Silene;S. armeria;Z z;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Himmelsröschen;Silene;S. coeli-rosa;Z z;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Hängendes L.;Silene;S. pendula;Z z;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Rote Lichtnelke;Silene;S. dioica;Z v;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Großblütiges L.;Silene;S. elisabethae;Z s;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Klippen-L.;Silene;S. uniflora;Z s;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Stängelloses L.;Silene;S. acaulis;Z v;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Alpen-L., Alpen-Strahlensame;Silene;S. alpestris;Z s;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Kaukasisches L.;Silene;S. schafta;Z z;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Alpen-Pechnelke;Silene;S. suecica;Z z;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Jupiter-Lichtnelke;Silene;S. flos-jovis;Z v;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Brennende Liebe;Silene;S. chalcedonica;Z v;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Großblütige Lichtnelke;Silene;S. banksia;Z z;Z;NA;NA
Leimkraut, Lichtnelke, Pechnelke;Pechnelke;Silene;S. viscaria;Z v;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Kuckucks-Lichtnelke;Silene;S. flos-cuculi;Z v;Z;NA;W
Leimkraut, Lichtnelke, Pechnelke;Vexiernelke, Kronen-Lichtnelke;Silene;S. coronaria;Z v;N;Z;NA
Silphie;Geschlitzte S., Kompasspflanze;Silphium;S. laciniatum;Z s;Z;NA;NA
Silphie;Durchwachsene S., Becherpflanze;Silphium;S. perfoliatum;Z z;N;Z;NA
Silphie;Quirlblättrige S.;Silphium;S. trifoliatum;Z s;Z;NA;NA
Mariendistel;Gewöhnliche M.;Silybum;S. marianum;Z z;Z;NA;W
Chinagreiskraut;Chinagreiskraut, Tangutisches Greiskraut;Sinacalia;S. tangutica;Z s;Z;NA;NA
Senf;Weißer S., Gelb-S.;Sinapis;S. alba;N z;N;NA;W
Grasschwertel, Binsenlilie;Berg-G.;Sisyrinchium;S. montanum;Z z;Z;NA;W
Grasschwertel, Binsenlilie;Kalifornisches G.;Sisyrinchium;S. californicum;Z s;Z;NA;NA
Grasschwertel, Binsenlilie;Gestreiftes G;Sisyrinchium;S. striatum;Z s;Z;NA;NA
Grasschwertel, Binsenlilie;Gewöhnliches G;Sisyrinchium;G. hirsutula;Z s;Z;NA;NA
Grasschwertel, Binsenlilie;Weißliches G.;Sisyrinchium;S. albidum;Z s;Z;NA;NA
Grasschwertel, Binsenlilie;Stachelspitziges G.;Sisyrinchium;S. mucronatum;Z s;Z;NA;NA
Eichhörnchenschwanz;Kleiner Eichhörnchenschwanz;Sitanion;S. hystrix;Z z;Z;NA;NA
Merk, Zuckerwurz;Zuckerwurz, Süßwurz;Sium;S. sisarum;Z s;N;NA;NA
Skimmie;Japanische S.;Skimmia;S. japonica;Z v;Z;NA;NA
Skimmie;Chinesische S.;Skimmia;S. reevesiana;Z z;Z;NA;NA
Nachtschatten;Bittersüßer N., Bittersüß;Solanum;S. dulcamara;Z s;Z;NA;W
Nachtschatten;Jasmin-N;Solanum;S. laxum;Z s;Z;NA;NA
Nachtschatten;Schwarzer N.;Solanum;S. nigrum;N s;N;NA;W
Nachtschatten;Korallenstrauch, Jerusalemkirsche;Solanum;S. pseudocapsicum;Z z;Z;NA;NA
Nachtschatten;Kartoffel;Solanum;S. tuberosum;N v;N;Z;NA
Nachtschatten;Eierfrucht, Aubergine;Solanum;S. melongena;N z;N;NA;NA
Nachtschatten;Pepino, Melonenbirne, Balkon-Honigmelone;Solanum;S. muricatum;N s;N;NA;NA
Nachtschatten;Vogel-N., Känguruapfel;Solanum;S. aviculare;Z s;Z;NA;NA
Nachtschatten;Raukenblättriger N., Klebriger N.;Solanum;S. sisymbriifolium;Z z;Z;NA;NA
Nachtschatten;Schmalblättriger N.;Solanum;S. angustifolium;Z z;Z;NA;NA
Nachtschatten;Wassermelonenblättriger N.;Solanum;S. citrullifolium;Z z;Z;NA;NA
Nachtschatten;Riesen-N.;Solanum;S. giganteum;Z z;Z;NA;NA
Nachtschatten;Robuster N.;Solanum;S. robustum;Z z;Z;NA;NA
Nachtschatten;Dunkelvioletter N.;Solanum;S. atropurpureum;Z z;Z;NA;NA
Nachtschatten;Feuerdorn-N.;Solanum;S. pyracanthos;Z z;Z;NA;NA
Nachtschatten;Äthiopischer N., Weißrandiger N.;Solanum;S. marginatum f.;Z s;Z;NA;NA
Alpenglöckchen, Troddelblume;Pyrenäen-A.;Soldanella;S. villosa;Z s;Z;NA;NA
Alpenglöckchen, Troddelblume;Kleinstes A.;Soldanella;S. minima;Z s;Z;NA;W
Alpenglöckchen, Troddelblume;Österreichisches A.;Soldanella;S. austriaca;Z s;Z;NA;W
Alpenglöckchen, Troddelblume;Karpatisches Zwerg-A.;Soldanella;S. pusilla;Z s;Z;NA;NA
Alpenglöckchen, Troddelblume;Alpisches Zwerg-A.;Soldanella;S. alpicola;Z s;Z;NA;W
Alpenglöckchen, Troddelblume;Pindus-A.;Soldanella;S. pindicola;Z s;Z;NA;NA
Alpenglöckchen, Troddelblume;Gewöhnliches A., Alpen-T.;Soldanella;S. alpina;Z s;Z;NA;W
Alpenglöckchen, Troddelblume;Karpaten-A.;Soldanella;S. carpatica;Z s;Z;NA;NA
Alpenglöckchen, Troddelblume;Berg-A.;Soldanella;S. montana;Z s;Z;NA;W
Alpenglöckchen, Troddelblume;Ungarisches A.;Soldanella;S. hungarica;Z s;Z;NA;NA
Buntnessel;Buntnessel;Solenostemon;S. scutellarioides;Z z;NA;NA;NA
Goldrute;Wald-G.;Solidago;S. arguta;Z s;Z;NA;NA
Goldrute;Gefleckte G.;Solidago;S. sphacelata;Z s;Z;NA;NA
Goldrute;Riesen-G.;Solidago;S. gigantea;Z s;Z;NA;W
Goldrute;Weiße Hochland-G.;Solidago;S. ptarmicoides;Z s;Z;NA;NA
Goldrute;Grasblättrige G.;Solidago;S. graminifolia;Z s;Z;NA;W
Goldrute;Goldrutenaster;Solidago;S. × lutea;Z z;Z;NA;NA
Goldrute;Neu-England-G., Cutler-G.;Solidago;S. leiocarpa;Z s;Z;NA;NA
Goldrute;Ridell-G.;Solidago;S. riddellii;Z s;Z;NA;NA
Goldrute;Steife G.;Solidago;S. rigida;Z s;Z;NA;NA
Goldrute;Gewöhnliche G.;Solidago;S. virgaurea;Z s;Z;NA;W
Goldrute;Rocky-Mountain-G.;Solidago;S. multiradiata;Z s;Z;NA;NA
Goldrute;Reif-G., Goldbandrute;Solidago;S. caesia;Z s;Z;NA;NA
Goldrute;Breitblättrige G., Zickzack-G., Bogige G.;Solidago;S. flexicaulis;Z s;Z;NA;NA
Goldrute;Anis-G., Lakritz-G.;Solidago;S. odora;Z s;Z;NA;NA
Goldrute;Küsten-G.;Solidago;S. sempervirens;Z s;Z;NA;NA
Goldrute;Missouri-G;Solidago;S. missouriensis;Z s;Z;NA;NA
Goldrute;Graue G.;Solidago;S. nemoralis;Z s;Z;NA;NA
Goldrute;Ulmenblättrige G.;Solidago;S. ulmifolia;Z s;Z;NA;NA
Goldrute;Ozark-G;Solidago;S. drummondii;Z s;Z;NA;NA
Goldrute;Kentucky-G., Königs-G;Solidago;S. shortii;Z s;Z;NA;NA
Goldrute;Kanadische G.;Solidago;S. canadensis;Z v;Z;NA;W
Gänsedistel, Milchdistel, Saudistel;Sumpf-G.;Sonchus;S. palustris;Z s;Z;NA;NA
Mohrenhirse;Gewöhnliche M.;Sorghum;S. bicolor;Z s;Z;NA;NA
Fransenschwertel;Dreifarbiges F., Harlekinblume;Sparaxis;S. tricolor;Z s;Z;NA;NA
Fransenschwertel;Knöllchen-F.;Sparaxis;S. bulbifera;Z s;Z;NA;NA
Fransenschwertel;Großblütiges F.;Sparaxis;S. grandiflora;Z s;Z;NA;NA
Igelkolben;Ästiger I.;Sparganium;S. erectum;Z z;Z;NA;W
Igelkolben;Zwerg-I.;Sparganium;S. natans;Z s;Z;NA;W
Igelkolben;Einfacher S.;Sparganium;S. emersum;Z s;Z;NA;W
Igelkolben;Schmalblättriger I.;Sparganium;S. angustifolium;Z s;Z;NA;W
Schlickgras;Kamm-Sch.;Spartina;S. pectinata;Z s;Z;NA;W
Spergel, Spark;Acker-S.;Spergula;S. arvensis;N s;N;NA;W
Kugelmalve;Dreizählige K.;Sphaeralcea;S. coccinea;Z s;Z;NA;NA
Kugelmalve;Munro-K.;Sphaeralcea;S. munroana;Z s;Z;NA;NA
Spinat;Spinat;Spinacia;Sp. oleracea;N v;N;NA;W
Raubart;Grau-Raubart;Spodiopogon;S. sibiricus;Z s;Z;NA;NA
Jakobslilie;Jakobslilie;Sprekelia;S. formosissima;Z s;Z;NA;NA
Ziest;Balkan-Z.;Stachys;St. iva;Z z;Z;NA;NA
Ziest;Lavendelblättriger Z.;Stachys;St. lavandulifolia;Z s;Z;NA;NA
Ziest;Woll-Z., Eselsohr;Stachys;St. byzantina;Z v;Z;NA;W
Ziest;Heil-Z.;Stachys;St. officinalis;Z s;Z;NA;W
Ziest;Schneeweißer Z.;Stachys;St. nivea;Z s;Z;NA;NA
Ziest;Großblütiger Z.;Stachys;St. macrantha;Z s;Z;NA;NA
Becherkörbchen, Steirodiskus;Tagetesähnliches B.;Steirodiscus;St. tagetes;Z s;Z;NA;NA
Bergscharte;Alpen-B.;Stemmacantha;St. rhapontica;Z s;Z;NA;NA
Bergscharte;Pyrenäen-Bergscharte;Stemmacantha;St. centauroides;Z s;Z;NA;NA
Stenanthium, Federglocke;Gras-St., Federglocke;Stenanthium;St. gramineum;Z s;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Gelbe St.;Sternbergia;St. lutea;Z s;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Fischer-St.;Sternbergia;St. fischeriana;Z s;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Schmalblättrige St.;Sternbergia;St. colchiciflora;Z s;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Großblütige St;Sternbergia;St. clusiana;Z s;Z;NA;NA
Federgras;Echtes F;Stipa;St. pennata;Z z;Z;NA;W
Federgras;Reiher-F.;Stipa;St. barbata;Z z;Z;NA;NA
Federgras;Pyrenäen-P.;Stipa;St. gigantea;Z z;Z;NA;NA
Federgras;Haar-P.;Stipa;St. capillata;Z z;Z;NA;W
Krebsschere;Krebsschere;Stratiotes;St. aloides;Z z;Z;NA;W
Strelitzie, Paradiesvogelblume;Königs-Strelitzie, Paradiesvogelblume;Strelitzia;St. reginae;Z z;Z;NA;NA
Drehfrucht;Felsen-D., Falsches Afrikanisches Veilchen;Streptocarpus;St. saxorum;Z s;Z;NA;NA
Knotenfuß;Gewöhnlicher K.;Streptopus;St. amplexifolius;Z s;Z;NA;W
Knotenfuß;Rosa K;Streptopus;St. lanceolatus;Z s;Z;NA;NA
Strobilanthe, Zapfenblume;Nesselblättrige S.;Strobilanthes;St. attenuata subsp. atten;Z s;Z;NA;NA
Schöllkrautmohn;Zweiblättriger Sch.;Stylophorum;St. diphyllum;Z s;Z;NA;NA
Teufelsabbiss;Teufelsabbiss;Succisa;S. pratensis;Z s;Z;NA;W
Moorabbiss;Eingebogener M.;Succisella;S. inflexa;Z s;Z;NA;W
Schneeflockenblume;Herzblättrige Sch.;Sutera;S. cordata;Z v;Z;NA;NA
Tarant;Blauer T.;Swertia;S. perennis;Z s;Z;NA;W
Steinglocke;Wanner-St.;Symphyandra;S. wanneri;Z z;Z;NA;NA
Steinglocke;Kretische St.;Symphyandra;S. cretica;Z s;Z;NA;NA
Steinglocke;Hofmann-St., Bosnische St.;Symphyandra;S. hofmannii;Z z;Z;NA;NA
Steinglocke;Zangezur-St.;Symphyandra;S. zangezura;Z s;Z;NA;NA
Steinglocke;Hängende St.;Symphyandra;S. pendula;Z s;Z;NA;NA
Steinglocke;Armenische St.;Symphyandra;S. armena;Z s;Z;NA;NA
Beinwell;Gewöhnlicher B.;Symphytum;S. officinale;Z s;Z;NA;W
Beinwell;Kaukasischer B.;Symphytum;S. caucasicum;Z s;Z;NA;NA
Beinwell;Rauer B., Comfrey;Symphytum;S. asperum;Z s;Z;NA;W
Beinwell;Futter-B., Comfrey;Symphytum;S. × uplandicum;Z s;N;Z;NA
Beinwell;Herzblättriger B.;Symphytum;S. cordatum;Z s;Z;NA;NA
Beinwell;Knoten-B.;Symphytum;S. tuberosum;Z s;Z;NA;W
Beinwell;Kriechender B.;Symphytum;S. ibericum;Z s;Z;NA;NA
Stinkkohl;Stinkkohl;Symplocarpus;S. foetidus;Z s;Z;NA;NA
Frühlingsschelle;Stern-F.;Synthyris;S. stellata;Z s;Z;NA;NA
Studentenblume, Tagetes;Glänzende St.;Tagetes;T. lucida;Z s;N;Z;NA
Studentenblume, Tagetes;Mexikanische St;Tagetes;T. minuta;N s;N;NA;NA
Studentenblume, Tagetes;Schmalblättrige St.;Tagetes;T. tenuifolia;Z z;Z;NA;NA
Studentenblume, Tagetes;Ausgebreitete St., Studentenblume;Tagetes;T. patula;Z v;Z;NA;NA
Studentenblume, Tagetes;Aufrechte St.;Tagetes;T. erecta;Z v;Z;NA;NA
Schmerwurz;Gewöhnliche Sch.;Tamus;T. communis;Z s;Z;NA;W
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut –;Silber-St.;Tanacetum;T. argenteum;Z s;Z;NA;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Gewöhnliche St.;Tanacetum;T. corymbosum;Z z;Z;NA;W
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Balsamkraut, Frauenminze, Marienblatt;Tanacetum;T. balsamita;Z s;N;NA;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Bunte Margerite, Rotes Pyrethrum;Tanacetum;T. coccineum;Z s;Z;NA;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Rainfarn;Tanacetum;T. vulgare;N v;N;Z;W
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Großblättrige St;Tanacetum;T. macrophyllum;Z s;Z;NA;W
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Mutterkraut;Tanacetum;T. parthenium;Z v;Z;N;W
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Haradjan-St., Silbergefieder;Tanacetum;T. haradjanii;Z s;Z;NA;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Weißes Pyrethrum, Dalmatiner Insektenblume;Tanacetum;T. cinerariifolium;Z s;Z;N;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Feder-St.;Tanacetum;T. densum subsp. amani;Z z;Z;NA;NA
Straußmargerite, Rainfarn, Pyrethrum, Mutterkraut;Tausendblatt-St.;Tanacetum;T. millefolium;Z s;Z;NA;NA
Tanakea;Wurzelnde T., Japanische Schaumblüte;Tanakea;T. radicans;Z s;Z;NA;NA
Löwenzahn;Gewöhnlicher L.;Taraxacum;Taraxacum sect. Ruderalia;N v;N;NA;NA
Telekie;Große T.;Telekia;T. speciosa;Z z;Z;NA;W
Telekie;Kleine T.;Telekia;T. speciosissima;Z s;Z;NA;NA
Telesonix;Telesonix;Telesonix;T. jamesii;Z s;Z;NA;NA
Tellima;Großblütige T., Falsche Alraunwurzel;Tellima;T. grandiflora;Z z;Z;NA;NA
Tetragonia;Neuseeländischer Spinat;Tetragonia;T. tetragonioides;Z s;Z;N;NA
Gamander;Salbei-G.;Teucrium;T. scorodonia;Z s;Z;NA;W
Gamander;Hyrkanischer G.;Teucrium;T. hyrcanicum;Z s;Z;NA;NA
Gamander;Edel-G.;Teucrium;T. chamaedrys;Z z;Z;NA;W
Gamander;Berg-G.;Teucrium;T. montanum;Z z;Z;NA;W
Gamander;Pyrenäen-G.;Teucrium;T. pyrenaicum;Z s;Z;NA;NA
Gamander;Polei-G., Marienkraut;Teucrium;T. polium;Z s;Z;NA;NA
Wiesenraute;Alpen-W.;Thalictrum;Th. alpinum;Z s;Z;NA;W
Wiesenraute;Chinesische W.;Thalictrum;Th. delavayi var. delavayi;Z s;Z;NA;NA
Wiesenraute;Akelei-W.;Thalictrum;Th. aquilegifolium;Z z;Z;NA;W
Wiesenraute;Gelbe W.;Thalictrum;Th. flavum;Z s;Z;NA;W
Fuchsbohne;Lanzettliche F.;Thermopsis;Th. lanceolata;Z z;Z;NA;NA
Fuchsbohne;Zottige F.;Thermopsis;Th. villosa;Z s;Z;NA;NA
Fuchsbohne;Berg-F.;Thermopsis;Th. montana;Z s;Z;NA;NA
Fuchsbohne;Echte F.;Thermopsis;Th. lupinoides;Z s;Z;NA;NA
Quetschblume;Quetschblume;Thladiantha;Th. dubia;Z s;Z;NA;NA
Hellerkraut, Täschelkraut;Berg-H.;Thlapsi;Th. montanum;Z s;Z;NA;W
Hellerkraut, Täschelkraut;Rundblättriges H.;Thlaspi;Th. rotundifolium;Z s;Z;NA;W
Hellerkraut, Täschelkraut;Apenninen-H.;Thlaspi;Th. stylosum;Z s;Z;NA;NA
Thunbergie;Geflügelte Th., Schwarzäugige Susanne;Thunbergia;Th. alata;Z z;Z;NA;NA
Gelbes Gänseblümchen;Gelbes Gänseblümchen;Thymophylla;Th. tenuiloba;Z s;Z;NA;NA
Thymian, Quendel;Zottiger Th.;Thymus;T. villosus;Z s;Z;NA;NA
Thymian, Quendel;Dünnhäutiger Th.;Thymus;T. membranaceus;Z s;Z;NA;NA
Thymian, Quendel;Polster-Th.;Thymus;T. cherlerioides;Z s;Z;NA;NA
Thymian, Quendel;Echter Th., Gewürz-Th.;Thymus;T. vulgaris;N v;N;Z;W
Thymian, Quendel;Zitronen-Th.;Thymus;T. × citriodorus;N v;N;Z;NA
Thymian, Quendel;Schillernder Th., Azoren-Th.;Thymus;T. caespititius;Z s;Z;NA;NA
Thymian, Quendel;Arznei-Th., Feld-Th.;Thymus;T. pulegioides;Z v;N;Z;W
Thymian, Quendel;Insel-Th.;Thymus;T. richardii;Z s;Z;NA;NA
Thymian, Quendel;Korsischer Th.;Thymus;T. herba-barona;Z s;Z;NA;NA
Thymian, Quendel;Steppen-Th., Pannonischer Th.;Thymus;T. pannonicus;Z s;Z;NA;W
Thymian, Quendel;Innsbrucker Th., Tiroler Th.;Thymus;T. oenipontanus;Z s;Z;NA;NA
Thymian, Quendel;Thrakischer Th., Langzahn-Th.;Thymus;T. thracicus;Z s;Z;NA;NA
Thymian, Quendel;Dalmatiner Th., Langstängel-Th.;Thymus;T. longicaulis;Z s;Z;NA;NA
Thymian, Quendel;Elfin-Th.;Thymus;T. ‘Elfin’;Z z;Z;NA;NA
Thymian, Quendel;Sand-Th;Thymus;T. serpyllum;Z z;Z;NA;W
Thymian, Quendel;Frühblühender Th., Kriech-Th.;Thymus;T. praecox;Z z;Z;NA;W
Thymian, Quendel;Britischer Th.;Thymus;T. drucei;Z v;Z;NA;NA
Schaumblüte, Bischofskappe;Asiatische Sch.;Tiarella;T. polyphylla;Z s;Z;NA;NA
Schaumblüte, Bischofskappe;Wherry-Sch.;Tiarella;T. wherryi;Z s;Z;NA;NA
Schaumblüte, Bischofskappe;Wald-Sch., Herzblättrige Sch.;Tiarella;T. cordifolia;Z z;Z;NA;NA
Schaumblüte, Bischofskappe;Lappenblättrige Sch.;Tiarella;T. unifoliolata;Z s;Z;NA;NA
Schaumblüte, Bischofskappe;Dreiblättrige Sch.;Tiarella;T. trifoliata;Z s;Z;NA;NA
Schaumblüte, Bischofskappe;Schlitzblättrige Sch.;Tiarella;T. laciniata;Z s;Z;NA;NA
Tibouchine;Glänzende T.;Tibouchina;T. urvilleana;Z z;Z;NA;NA
Tigerblume, Pfauenblume;Tigerblume, Pfauenblume;Tigridia;T. pavonia;Z s;Z;NA;NA
Tithonie;Rundblättrige T.;Tithonia;T. rotundifolia;Z z;Z;NA;NA
Lebendblatt;Lebendblatt, Henne mit Küken;Tolmiea;T. menziesii;Z s;Z;NA;NA
Tolpis, Bartpippau;Echter B.;Tolpis;T. barbata;Z z;Z;NA;NA
Torenie;Fournier-T.;Torenia;T. fournieri;Z z;Z;NA;NA
Townsendie, Felsenmargerite;Schöne T.;Townsendia;T. formosa;Z s;Z;NA;NA
Townsendie, Felsenmargerite;Grauweiße T.;Townsendia;T. incana;Z s;Z;NA;NA
Townsendie, Felsenmargerite;Niedrige T., Stängellose T.;Townsendia;T. exscapa;Z s;Z;NA;NA
Townsendie, Felsenmargerite;Rothrock-T.;Townsendia;T. rothrockii;Z s;Z;NA;NA
Townsendie, Felsenmargerite;Parry-T.;Townsendia;T. parryi;Z s;Z;NA;NA
Townsendie, Felsenmargerite;Oregon-T.;Townsendia;T. florifer;Z s;Z;NA;NA
Townsendie, Felsenmargerite;Großblütige T.;Townsendia;T. grandiflora;Z s;Z;NA;NA
Halskraut;Blaues H.;Trachelium;T. coeruleum;Z s;Z;NA;NA
Halskraut;Jacquin-H.;Trachelium;T. jacquinii;Z s;Z;NA;NA
Halskraut;Waldmeister-H.;Trachelium;T. asperuloides;Z s;Z;NA;NA
Rauling;Orientalischer R.;Trachystemon;T. orientalis;Z s;Z;NA;NA
Bocksbart;Gemüse-Haferwurz;Tragopogon;T. porrifolius;N s;N;NA;NA
Wassernuss;Wassernuss;Trapa;T. natans;Z s;Z;NA;W
Falscher Wanzensame;Falscher Wanzensame;Trautvetteria;T. caroliniensis;Z s;Z;NA;NA
Krötenlilie;Großblütige K;Tricyrtis;T. macrantha;Z s;Z;NA;NA
Krötenlilie;Breitblättrige K.;Tricyrtis;T. latifolia;Z s;Z;NA;NA
Krötenlilie;Kleinblütige K.;Tricyrtis;T. macropoda;Z s;Z;NA;NA
Krötenlilie;Rauhaarige K.;Tricyrtis;T. hirta;Z z;Z;NA;NA
Krötenlilie;Taiwan-K.;Tricyrtis;T. formosana;Z s;Z;NA;NA
Krötenlilie;Weichhaarige K.;Tricyrtis;T. pilosa;Z s;Z;NA;NA
Siebenstern;Europäischer S.;Trientalis;T. europaea;Z s;Z;NA;W
Klee;Schweden-K.;Trifolium;T. hybridum;N z;N;NA;W
Klee;Gold-K.;Trifolium;T. aureum;N s;N;NA;W
Klee;Kleiner K;Trifolium;T. dubium;N s;N;NA;W
Klee;Persischer K.;Trifolium;T. resupinatum;N z;N;NA;NA
Klee;Erdbeer-K.;Trifolium;T. fragiferum;N s;N;NA;W
Klee;Alexandriner K.;Trifolium;T. alexandrinum;N s;N;NA;NA
Klee;Weiß-K.;Trifolium;T. repens;N v;N;NA;W
Klee;Inkarnat-K;Trifolium;T. incarnatum;N z;N;NA;NA
Klee;Rot-K.;Trifolium;T. pratense;N v;N;NA;W
Bockshornklee, Schabzi(e)gerklee;Schabzi(e)gerklee;Trigonella;T. caerulea;N z;N;NA;NA
Bockshornklee, Schabzi(e)gerklee;Bockshornklee;Trigonella;T. foenum-graecum;N s;N;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Prärie-D.;Trillium;T. recurvatum;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Kröten-D.;Trillium;T. sessile;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Grünblütiges D;Trillium;T. chloropetalum;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Gelbes D.;Trillium;T. luteum;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Keiliges D.;Trillium;T. cuneatum;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Geschecktes D.;Trillium;T. kurabayashii;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Nickendes D.;Trillium;T. cernuum;Z s;Z;NA;NA
Dreiblatt, Waldlilie, Dreizipfellilie;Rosa D.;Trillium;T. catesbaei;Z s;Z;NA;NA
