Vernacular_name;Species;Genus;Author
Kalmus;Gewöhnlicher K.;Acorus;L.
Kalmus;Zwerg-K., Gras-K.;Acorus;L.
Goldkolben, Goldkeule;Goldkolben, Goldkeule;Orontium;L.
Scheinkalla;Gelbe Sch.;Lysichiton;SCHOTT
Scheinkalla;Weiße Sch.;Lysichiton;SCHOTT
Stinkkohl;Stinkkohl;Symplocarpus;SALISB.
Stinkkohl;Nierenblättriger St.;Symplocarpus;SALISB.
Schlangenwurz;Schlangenwurz, Sumpfkalla, Schweinsohr;Calla;L.
Kallalilie;Zimmerkalla;Zantedeschia;SPRENG.
Kallalilie;Gefleckte C.;Zantedeschia;SPRENG.
Kallalilie;Rehmann-C.;Zantedeschia;SPRENG.
Kallalilie;Elliott-C.;Zantedeschia;SPRENG.
Pfeilaronstab;Grüner P., Wasseraronstab, Virginisches Pfeilblatt;Peltandra;RAF.
Pfeilaronstab;Weißer P.;Peltandra;RAF.
Aronstab;Kretischer A.;Arum;L.
Aronstab;Dioscorides-A.;Arum;L.
Aronstab;Schwarzer A.;Arum;L.
Aronstab;Östlicher A.;Arum;L.
Aronstab;Gefleckter A.;Arum;L.
Aronstab;Südöstlicher A.;Arum;L.
Aronstab;Italienischer A.;Arum;L.
Eidechsenwurz;Eidechsenwurz;Sauromatum;SCHOTT
Pinellie;Dreizählige P.;Pinellia;TEN.
Pinellie;Dreigeteilte P.;Pinellia;TEN.
Feuerkolben;Chinesischer F.;Arisaema;MART.
Feuerkolben;Griffith-F., Kobralilie;Arisaema;MART.
Feuerkolben;Drachen-F., Grüner Drache;Arisaema;MART.
Feuerkolben;Duftender F.;Arisaema;MART.
Feuerkolben;Rachen-F.;Arisaema;MART.
Feuerkolben;Shikoku-F.;Arisaema;MART.
Feuerkolben;Gelbgrüner F.;Arisaema;MART.
Feuerkolben;Dreiblättriger F.;Arisaema;MART.
Feuerkolben;Amur- F.;Arisaema;MART.
Feuerkolben;Japanischer F.;Arisaema;MART.
Schwanenblume, Blumenbinse, Wasserliesch;Schwanenblume, Blumenbinse, Wasserliesch;Butomus;L.
Pfeilkraut;Breitblättriges Pf., Veränderliches Pf.;Sagittaria;L.
Pfeilkraut;Gewöhnliches Pf.;Sagittaria;L.
Froschlöffel;Grasblättriger F.;Alisma;L.
Froschlöffel;Lanzett-F.;Alisma;L.
Froschlöffel;Gewöhnlicher F.;Alisma;L.
Froschlöffel;Kleinblütiger F.;Alisma;L.
Froschkraut;Froschkraut, Schwimmlöffel;Luronium;RAF.
Igelschlauch;Igelschlauch;Baldellia;PARL.
Froschbiss;Froschbiss;Hydrocharis;L.
Krebsschere;Krebsschere;Stratiotes;L.
Wasserpest;Dichte W., Dichtblättrige W.;Egeria;PLANCH.
Wasserpest;Dichte W., Dichtblättrige W.;Elodea;MICHX.
Wasserpest;Wasserpest;Egeria;PLANCH.
Wasserpest;Wasserpest;Elodea;MICHX.
Wasserpest;Kanadische W.;Egeria;PLANCH.
Wasserpest;Kanadische W.;Elodea;MICHX.
Wasserpest;Nuttall-W.;Egeria;PLANCH.
Wasserpest;Nuttall-W.;Elodea;MICHX.
Wasserpest;Argentinische W., Wasserstern-W.;Egeria;PLANCH.
Wasserpest;Argentinische W., Wasserstern-W.;Elodea;MICHX.
Wasserähre;Kap.-W., Afrikanische W.;Aponogeton;L.
Laichkraut;Schwimmendes L.;Potamogeton;L.
Laichkraut;Kamm-L.;Potamogeton;L.
Laichkraut;Durchwachsenes L.;Potamogeton;L.
Laichkraut;Krauses L.;Potamogeton;L.
Schmerwurz;Gewöhnliche Sch.;Tamus;L.
Yamswurzel;Fünflappige Y.;Dioscorea;L.
Yamswurzel;Chinesische Y.;Dioscorea;L.
Yamswurzel;Balkan-Y.;Dioscorea;L.
Yamswurzel;Kaukasus-Y.;Dioscorea;L.
Germer;Schwarzer G.;Veratrum;L.
Germer;Maack- G.;Veratrum;L.
Germer;Grüner G.;Veratrum;L.
Germer;Kalifornischer G;Veratrum;L.
Germer;Weißer G.;Veratrum;L.
Melanthium, Büschelblume;Virginia-M.;Melanthium;L.
Melanthium, Büschelblume;Breitblättriges M.;Melanthium;L.
Jochlilie;Weiße J.;Zigadenus;MICHX.
Jochlilie;Fremont-J.;Zigadenus;MICHX.
Jochlilie;Gift-J.;Zigadenus;MICHX.
Jochlilie;Nuttall-J.;Zigadenus;MICHX.
Stenanthium, Federglocke;Gras-St., Federglocke;Stenanthium;(A.
Helonie, Sumpfkolben;Helonie;Helonias;L.
Einbeere;Vierblättrige E.;Paris;L.
Quirlblatt;Vielblättriges Qu;Daiswa;RAF.
Quirlblatt;Vielblättriges Qu;Daiswa;RAF.
Dreiblatt, Waldlilie, Dreizipfellilie;Prärie-D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Kröten-D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Grünblütiges D;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Gelbes D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Keiliges D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Geschecktes D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Nickendes D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Rosa D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Kleines D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Gewelltes D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Großblütiges D.;Trillium;L.
Dreiblatt, Waldlilie, Dreizipfellilie;Stinkendes D;Trillium;L.
Inkalilie;Papageien-I.;Alstroemeria;L.
Inkalilie;Verschiedenfarbige I.;Alstroemeria;L.
Inkalilie;Küsten-I;Alstroemeria;L.
Inkalilie;Sims-I.;Alstroemeria;L.
Inkalilie;Rosa I.;Alstroemeria;L.
Inkalilie;Gewöhnliche I.;Alstroemeria;L.
Inkalilie;Goldne I.;Alstroemeria;L.
Zeitlose, Lichtblume;Frühlings-Lichtblume;Colchicum;L.
Zeitlose, Lichtblume;Verschiedenfarbige Lichtblume;Colchicum;L.
Zeitlose, Lichtblume;Berg-Z.;Colchicum;L.
Zeitlose, Lichtblume;Sprossende Z.;Colchicum;L.
Zeitlose, Lichtblume;Arche-Noah-Z;Colchicum;L.
Zeitlose, Lichtblume;Attische Z.;Colchicum;L.
Zeitlose, Lichtblume;Gelbe Z;Colchicum;L.
Zeitlose, Lichtblume;Kesselring-Z.;Colchicum;L.
Zeitlose, Lichtblume;Vorfrühlings-Z., Szovits-Z;Colchicum;L.
Zeitlose, Lichtblume;Ungarische Z.;Colchicum;L.
Zeitlose, Lichtblume;Dörfler-Z.;Colchicum;L.
Zeitlose, Lichtblume;Zilizische Z.;Colchicum;L.
Zeitlose, Lichtblume;Frühe Schachbrett-Herbstz;Colchicum;L.
Zeitlose, Lichtblume;Balkan-Herbstz., Bivona-Herbstz.;Colchicum;L.
Zeitlose, Lichtblume;Herbstzeitlose;Colchicum;L.
Zeitlose, Lichtblume;Riesen-Herbstzeitlose;Colchicum;L.
Zeitlose, Lichtblume;Prächtige Herbstz., Kaukasus-Herbstz;Colchicum;L.
Zeitlose, Lichtblume;Persische H.;Colchicum;L.
Zeitlose, Lichtblume;Alpen-Herbstz.;Colchicum;L.
Zeitlose, Lichtblume;Schatten-Herbstz.;Colchicum;L.
Mormonentulpe;Weiße M.;Calochortus;PURSH
Mormonentulpe;Goldne M.;Calochortus;PURSH
Mormonentulpe;Hellblaue M.;Calochortus;PURSH
Mormonentulpe;Schmetterlings-M.;Calochortus;PURSH
Mormonentulpe;Glänzende M.;Calochortus;PURSH
Mormonentulpe;Gestreifte M.;Calochortus;PURSH
Mormonentulpe;Vesta-M.;Calochortus;PURSH
Mormonentulpe;Getüpfelte M.;Calochortus;PURSH
Tulpe;Turkestanische T.;Tulipa;L.
Tulpe;Zweiblütige T.;Tulipa;L.
Tulpe;Mehrfarbige T.;Tulipa;L.
Tulpe;Kandia-T;Tulipa;L.
Tulpe;Orphanides-T.;Tulipa;L.
Tulpe;Niedrige T.;Tulipa;L.
Tulpe;Urmia-T.;Tulipa;L.
Tulpe;Wilde T.;Tulipa;L.
Tulpe;Tarda-T., Stern-T.;Tulipa;L.
Tulpe;Kleine Stern-T.;Tulipa;L.
Tulpe;Neustrueva-T;Tulipa;L.
Tulpe;Horn-T.;Tulipa;L.
Tulpe;Sprenger-T.;Tulipa;L.
Tulpe;Greig-T.;Tulipa;L.
Tulpe;Mogoltau-T.;Tulipa;L.
Tulpe;Micheli-T.;Tulipa;L.
Tulpe;Vortreffliche T.;Tulipa;L.
Tulpe;Vvedenski-T.;Tulipa;L.
Tulpe;Seerosen-Tulpe;Tulipa;L.
Tulpe;Woll-T.;Tulipa;L.
Tulpe;Tubergen-T.;Tulipa;L.
Tulpe;Wellblatt-T.;Tulipa;L.
Tulpe;Foster-T;Tulipa;L.
Tulpe;Feurige T.;Tulipa;L.
Tulpe;Ostrowski-T.;Tulipa;L.
Tulpe;Kolpakowski-T.;Tulipa;L.
Tulpe;Vierblättrige T.;Tulipa;L.
Tulpe;Leinblättrige T.;Tulipa;L.
Tulpe;Maximowitsch-T.;Tulipa;L.
Tulpe;Berg-T.;Tulipa;L.
Tulpe;Julia-T;Tulipa;L.
Tulpe;Damen-T. –;Tulipa;L.
Tulpe;Bergfreund;Tulipa;L.
Tulpe;Sonnenaugen-T.;Tulipa;L.
Tulpe;Frühe T.;Tulipa;L.
Tulpe;Armenische T.;Tulipa;L.
Tulpe;Schrenk-T;Tulipa;L.
Tulpe;Garten-T.;Tulipa;L.
Hundszahn, Zahnlilie;Großblütiger H;Erythronium;L.
Hundszahn, Zahnlilie;Stern-H., Tuolumne-H.;Erythronium;L.
Hundszahn, Zahnlilie;Weißlicher H.;Erythronium;L.
Hundszahn, Zahnlilie;Rosa H.;Erythronium;L.
Hundszahn, Zahnlilie;Henderson- H.;Erythronium;L.
Hundszahn, Zahnlilie;Europäischer H.;Erythronium;L.
Hundszahn, Zahnlilie;Japanischer H.;Erythronium;L.
Hundszahn, Zahnlilie;Sibirischer H.;Erythronium;L.
Hundszahn, Zahnlilie;Ostamerikanischer H.;Erythronium;L.
Hundszahn, Zahnlilie;Kaukasus-H.;Erythronium;L.
Hundszahn, Zahnlilie;Oregon-H.;Erythronium;L.
Hundszahn, Zahnlilie;Gelber H.;Erythronium;L.
Hundszahn, Zahnlilie;Vielschäftiger H.;Erythronium;L.
Hundszahn, Zahnlilie;Kalifornischer H.;Erythronium;L.
Fritillarie, Schachblume, Kaiserkrone;Kaiserkrone;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Zwerg-Kaiserkrone;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Eduard-K.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Buchara-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Sporn-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Tonlilie, Mehrblütige F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Erzurum-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Goldei-F., Gold-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Schwefelgelbe Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Schamhafte F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Karische F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Sibthorp-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Fahlblütige F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Altai-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Thunberg-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Scharlachrote F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Schatten-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Schwarze F;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Sprenkel-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Weiße F;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Stinkende F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Zweiblütige F., Missionsglocke;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Persische F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Sewerzow-F;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Kleine F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Fuchstrauben-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Bithynische F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Purpurbraune F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Grünstreifige F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Syrische F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Pinard-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Schachblume, Kiebitzei;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Ukrainische Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Orientalische Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Michailovsky-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Pyrenäen-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Breitglocken-Schachblume, Breitblättrige F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Westalpen-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Pontus-F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Davis-Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Spitzkronige F.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Gegenblättrige Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Dickblättrige Sch.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Griechische Schachblume;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Thessalische Sch.;Fritillaria;L.
Fritillarie, Schachblume, Kaiserkrone;Messina-Sch;Fritillaria;L.
Riesenlilie;Riesenlilie;Cardiocrinum;(ENDL.)
Lilie;Goldtürkenbund-L.;Lilium;L.
Lilie;Türkenbund-L.;Lilium;L.
Lilie;Kanadische Wiesen-L.;Lilium;L.
Lilie;Prächtige Türkenbund-L. –;Lilium;L.
Lilie;Panther-L.;Lilium;L.
Lilie;Abendrot-L.;Lilium;L.
Lilie;Isabell-L., Nanking-L.;Lilium;L.
Lilie;Madonnen-L.;Lilium;L.
Lilie;Königs-L.;Lilium;L.
Lilie;Sargent-L.;Lilium;L.
Lilie;Oster-L.;Lilium;L.
Lilie;Goldband-L.;Lilium;L.
Lilie;Pracht-L.;Lilium;L.
Lilie;Nickende L;Lilium;L.
Lilie;Nepal-L.;Lilium;L.
Lilie;Feuer-L.;Lilium;L.
Lilie;Ge-fleckte L.;Lilium;L.
Lilie;Daurische L.;Lilium;L.
Lilie;Holland-L;Lilium;L.
Lilie;Lackrote L., Korallen-L.;Lilium;L.
Lilie;David-L. –;Lilium;L.
Lilie;Tiger-L;Lilium;L.
Lilie;Leichtlin-L.;Lilium;L.
Lilie;Henry-L.;Lilium;L.
Lilie;Chalzedon-L.;Lilium;L.
Lilie;Pyrenäen-L.;Lilium;L.
Lilie;Gelbe Kaukasus-L.;Lilium;L.
Lilie;Kesselring-L.;Lilium;L.
Frauenschuh;Widder-F., Gehörnter F.;Cypripedium;
Frauenschuh;Büschelblütiger F.;Cypripedium;
Frauenschuh;Gesprenkelter F.;Cypripedium;
Frauenschuh;Yatabe-F.;Cypripedium;
Frauenschuh;Fächerblättriger F.;Cypripedium;
Frauenschuh;Taiwan-F.;Cypripedium;
Frauenschuh;Schwächlicher F.;Cypripedium;
Frauenschuh;Rosablütiger F.;Cypripedium;
Frauenschuh;Büschelblütiger F.;Cypripedium;
Frauenschuh;Königin-F.;Cypripedium;
Frauenschuh;Sperlingsei-F.;Cypripedium;
Frauenschuh;Großblütiger F.;Cypripedium;
Frauenschuh;Tibet-F.;Cypripedium;
Frauenschuh;Himalaja-F.;Cypripedium;
Frauenschuh;Herztragender F.;Cypripedium;
Frauenschuh;Weißer F.;Cypripedium;
Frauenschuh;Berg-F.;Cypripedium;
Frauenschuh;Henry-F.;Cypripedium;
Frauenschuh;Gebänderter F.;Cypripedium;
Frauenschuh;Marien-F.;Cypripedium;
Frauenschuh;Kleinblütiger F.;Cypripedium;
Frauenschuh;Kleinblütiger F.;Cypripedium;
Ständelwurz, Sitter;Germerblättrige S.;Epipactis;ZINN
Ständelwurz, Sitter;Riesen-S.;Epipactis;ZINN
Ständelwurz, Sitter;Thunberg-S.;Epipactis;ZINN
Ständelwurz, Sitter;Sumpf-S., Sumpfwurz;Epipactis;ZINN
Ständelwurz, Sitter;Braunrote S.;Epipactis;ZINN
Ständelwurz, Sitter;Breitblättrige S.;Epipactis;ZINN
Ständelwurz, Sitter;Violette S.;Epipactis;ZINN
Netzblatt, Kriechständel;Flaumhaariges N.;Goodyera;R.
Netzblatt, Kriechständel;Länglichblättriges N.;Goodyera;R.
Netzblatt, Kriechständel;Kriechendes N., Kriechständel;Goodyera;R.
Purpurkappenorchis;Ansehnliche P.;Galearis;RAF.
Einblattorchis;Einblattorchis;Amerorchis;HULTEN
Kammorchis;Kammorchis;Pecteilis;RAF.
Disa, Stolz des Tafelberges;Stolz des Tafelberges;Disa;BERGIUS
Chinaorchidee, Japanorchidee;Gelbe Ch.;Bletilla;RCHB.
Chinaorchidee, Japanorchidee;Taiwan-Ch.;Bletilla;RCHB.
Chinaorchidee, Japanorchidee;Gestreifte Ch.;Bletilla;RCHB.
Schönbartorchis;Schönbartorchis;Calopogon;R.
Schönorchis;Spornlose Sch.;Calanthe;KER
Schönorchis;Zurückgebogene Sch.;Calanthe;KER
Schönorchis;Alpine Sch.;Calanthe;KER
Schönorchis;Gabellippige Sch.;Calanthe;KER
Schönorchis;Kyushu-Sch.;Calanthe;KER
Schönorchis;Lockerblütige Sch.;Calanthe;KER
Schönorchis;Honshu-Sch.;Calanthe;KER
Schönorchis;Zweifarbige Sch.;Calanthe;KER
Pleione, Tibetorchidee, Indischer Krokus;Limpricht-P.;Pleione;D.
Kappenständel;Kappenständel;Calypso;SALISB.
Steppenlilie, Ixialilie;Steppenlilie, Ixialilie;Ixiolirion;FISCH.
Grasschwertel, Binsenlilie;Kalifornisches G.;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Gestreiftes G;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Gewöhnliches G;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Weißliches G.;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Berg-G.;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Idaho-G.;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Stachelspitziges G.;Sisyrinchium;L.
Grasschwertel, Binsenlilie;Nördliches G.;Sisyrinchium;L.
Schwertlilie;Danford-Sch.;Iris;L.
Schwertlilie;Winogradow-Sch.;Iris;L.
Schwertlilie;Kleine Zwerg-Sch.;Iris;L.
Schwertlilie;Lichtblaue Zwerg-Sch.;Iris;L.
Schwertlilie;Netz-Sch.;Iris;L.
Schwertlilie;Baker-Sch.;Iris;L.
Schwertlilie;Pamphylische Sch.;Iris;L.
Schwertlilie;Englische Sch., Pyrenäen-Sch.;Iris;L.
Schwertlilie;Spanische Sch.;Iris;L.
Schwertlilie;Holländische Sch.;Iris;L.
Schwertlilie;Buchara-Sch., Geweih-Sch.;Iris;L.
Schwertlilie;Rundzungen-Sch.;Iris;L.
Schwertlilie;Großartige Sch.;Iris;L.
Schwertlilie;Zenaida-Sch.;Iris;L.
Schwertlilie;Aucher-Sch.;Iris;L.
Schwertlilie;Willmott-Sch.;Iris;L.
Schwertlilie;Graeber-Sch;Iris;L.
Schwertlilie;Warley-Sch.;Iris;L.
Schwertlilie;Vertretende Sch.;Iris;L.
Schwertlilie;Reichenbach-Sch.;Iris;L.
Schwertlilie;Vielfarben-Zwerg-Sch.;Iris;L.
Schwertlilie;Zwerg-Sch.;Iris;L.
Schwertlilie;Attische Sch.;Iris;L.
Schwertlilie;Grünliche Sch.;Iris;L.
Schwertlilie;Bleiche Sch.;Iris;L.
Schwertlilie;Bunte Sch.;Iris;L.
Schwertlilie;Deutsche Sch.;Iris;L.
Schwertlilie;Florentiner Sch.;Iris;L.
Schwertlilie;Holunder-Sch.;Iris;L.
Schwertlilie;Gelbliche Sch., Bauerngarten-Sch;Iris;L.
Schwertlilie;Sortengruppen der Bart-Iris;Iris;L.
Schwertlilie;Kultur der Bart-I;Iris;L.
Schwertlilie;Krankheiten;Iris;L.
Schwertlilie;Nacktstängel-Sch.;Iris;L.
Schwertlilie;Korolkow-Sch.;Iris;L.
Schwertlilie;Sand-Sch;Iris;L.
Schwertlilie;Hoog-Sch.;Iris;L.
Schwertlilie;Ausläufer-Sch.;Iris;L.
Schwertlilie;Kamm-Sch.;Iris;L.
Schwertlilie;See-Sch., Amerikanische Zwerg-Sch.;Iris;L.
Schwertlilie;Dach-Sch.;Iris;L.
Schwertlilie;Japanische Zwerg-Sch.;Iris;L.
Schwertlilie;Gefranste Sch.;Iris;L.
Schwertlilie;Übelriechende Sch.;Iris;L.
Schwertlilie;Winter-Sch.;Iris;L.
Schwertlilie;Borsten-Sch.;Iris;L.
Schwertlilie;Forrest-Sch.;Iris;L.
Schwertlilie;Wilson-Sch.;Iris;L.
Schwertlilie;Sibirische Sch., Wiesen-Sch.;Iris;L.
Schwertlilie;Delavay-Sch.;Iris;L.
Schwertlilie;Ostsibirische Sch.;Iris;L.
Schwertlilie;Goldstreifen-Sch. –;Iris;L.
Schwertlilie;Monnier-Sch.;Iris;L.
Schwertlilie;Wasser-Sch., Sumpf-Sch.;Iris;L.
Schwertlilie;Steppen-Sch.;Iris;L.
Schwertlilie;Regenbogen-Sch.;Iris;L.
Schwertlilie;Japanische Sumpf-Sch.;Iris;L.
Schwertlilie;Rocky-Mountain-Sch;Iris;L.
Schwertlilie;Siebenbürger Gras-Sch. –;Iris;L.
Schwertlilie;Sintenis-Sch;Iris;L.
Schwertlilie;Terrakotta-Sch., Kupfer-Sch.;Iris;L.
Schwertlilie;Gras-Sch., Pflaumenduft-Sch.;Iris;L.
Schwertlilie;Verschiedenfarbige Sch.;Iris;L.
Schwertlilie;Orientalische Sch., Schmetterlings-Sch.;Iris;L.
Schwertlilie;Asiatische Sumpf-Sch.;Iris;L.
Gladiole, Siegwurz;Abessinische G., Stern-G.;Gladiolus;L.
Gladiole, Siegwurz;Garten-G.;Gladiolus;L.
Gladiole, Siegwurz;Eintönige G.;Gladiolus;L.
Gladiole, Siegwurz;Primel-G.;Gladiolus;L.
Gladiole, Siegwurz;Gegenblütige G.;Gladiolus;L.
Gladiole, Siegwurz;Schmetterlings-G.;Gladiolus;L.
Gladiole, Siegwurz;Fleischrosa G.;Gladiolus;L.
Gladiole, Siegwurz;Blutrote G.;Gladiolus;L.
Gladiole, Siegwurz;Acker-G., Feld-Siegwurz;Gladiolus;L.
Gladiole, Siegwurz;Dachzieglige G., Wiesen-Siegwurz;Gladiolus;L.
Gladiole, Siegwurz;Gewöhnliche S.;Gladiolus;L.
Gladiole, Siegwurz;Illyrische S.;Gladiolus;L.
Sandkrokus, Scheinkrokus;Sandkrokus, Scheinkrokus;Romulea;MARATTI
Krokus;Olivier-K.;Crocus;L.
Krokus;Korolkow-K;Crocus;L.
Krokus;Gold-K.;Crocus;L.
Krokus;Goldbrokat-K., Schmalblättriger K., Goldlack-K.;Crocus;L.
Krokus;Ankara-K., Kleinasiatischer Gold-K.;Crocus;L.
Krokus;Kleiner K., Balkan-K.;Crocus;L.
Krokus;Glatter K.;Crocus;L.
Krokus;Taurus-K.;Crocus;L.
Krokus;Sieber-K., Griechischer Zwerg-K.;Crocus;L.
Krokus;Netz-K.;Crocus;L.
Krokus;Toskanischer K., Rosen-K;Crocus;L.
Krokus;Zweiblütiger K., Schottischer K.;Crocus;L.
Krokus;Imperato-K., Teufels-K.;Crocus;L.
Krokus;Frühlings-K;Crocus;L.
Krokus;Echter Frühlings-K.;Crocus;L.
Krokus;Eichenwald-K.;Crocus;L.
Krokus;Alpen-K., Weißer Frühlings-K.;Crocus;L.
Krokus;Dalmatiner K., Elfen-K.;Crocus;L.
Krokus;Korsischer K.;Crocus;L.
Krokus;Kleinster K.;Crocus;L.
Krokus;Silberlack-K.;Crocus;L.
Krokus;Gitter-Herbst-K.;Crocus;L.
Krokus;Ring-Herbst-K.;Crocus;L.
Krokus;Rosen-Herbst-K.;Crocus;L.
Krokus;Siebenbürger Herbst-K.;Crocus;L.
Krokus;Echter Safran;Crocus;L.
Krokus;Duft-Herbst-K.;Crocus;L.
Krokus;Spanischer Herbst-K.;Crocus;L.
Krokus;Pracht-Herbst-K.;Crocus;L.
Krokus;Riviera-Herbst-K.;Crocus;L.
Krokus;Pyrenäen-Herbst-K.;Crocus;L.
Freesie;Verzweigte F.;Freesia;ECKL.
Freesie;Umgebogene F;Freesia;ECKL.
Freesie;Leichtlin- F.;Freesia;ECKL.
Freesie;Weiße F.;Freesia;ECKL.
Fransenschwertel;Dreifarbiges F., Harlekinblume;Sparaxis;KER
Fransenschwertel;Knöllchen-F.;Sparaxis;KER
Fransenschwertel;Großblütiges F.;Sparaxis;KER
Tigerblume, Pfauenblume;Tigerblume, Pfauenblume;Tigridia;JUSS.
Tritonie;Safranfarbige T.;Tritonia;KER
Montbretie;Rispen-M.;Crocosmia;PLANCH.
Montbretie;Transkei-M.;Crocosmia;PLANCH.
Montbretie;Gold-M.;Crocosmia;PLANCH.
Montbretie;Potts-M.;Crocosmia;PLANCH.
Montbretie;Garten-M.;Crocosmia;PLANCH.
Taglilie;Braunrote T.;Hemerocallis;L.
Taglilie;Dumortier-T.;Hemerocallis;L.
Taglilie;Middendorff-T.;Hemerocallis;L.
Taglilie;Essbare T.;Hemerocallis;L.
Taglilie;Kleine T., Stern-T.;Hemerocallis;L.
Taglilie;Gelbe T.;Hemerocallis;L.
Taglilie;Thunberg-T.;Hemerocallis;L.
Taglilie;Zitronen-T.;Hemerocallis;L.
Affodill;Weißer A.;Asphodelus;L.
Affodill;Kirschen-A.;Asphodelus;L.
Affodill;Röhriger A.;Asphodelus;L.
Junkerlilie;Liburnische J.;Asphodeline;RCHB.
Junkerlilie;Schlanke J;Asphodeline;RCHB.
Junkerlilie;Gelbe J.;Asphodeline;RCHB.
Junkerlilie;Krim-J.;Asphodeline;RCHB.
Steppenkerze, Wüstenschweif;Afghanistan-St., Schmalblättrige St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Schopfige St;Eremurus;M.
Steppenkerze, Wüstenschweif;Ansehnliche St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Sogdische St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Turkestanische St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Olga-St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Kaufmann-St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Buchara-St. –;Eremurus;M.
Steppenkerze, Wüstenschweif;Milchweiße St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Aitchison-St.;Eremurus;M.
Steppenkerze, Wüstenschweif;Himalaja-St.;Eremurus;M.
