Vernacular_name;Species;Genus;Author
Heidelbeere, Preiselbeere, Moosbeere;Großfrüchtige Moosbeere, Krannbeere;Vaccinium;L.
Heidelbeere, Preiselbeere, Moosbeere;Gewöhnliche Moosbeere;Vaccinium;L.
Heidelbeere, Preiselbeere, Moosbeere;Preiselbeere, Kronsbeere;Vaccinium;L.
Heidelbeere, Preiselbeere, Moosbeere;Amerikanische H.;Vaccinium;L.
Heidelbeere, Preiselbeere, Moosbeere;Moor-H., Rauschbeere, Trunkelbeere;Vaccinium;L.
Heidelbeere, Preiselbeere, Moosbeere;Heidelbeere, Blaubeere;Vaccinium;L.
Heidelbeere, Preiselbeere, Moosbeere;Kaukasische H.;Vaccinium;L.
Heidekraut;Heidekraut, Besenheide;Calluna;SALISB.
Heide;Schlanke H.;Erica;L.
Heide;Glocken-H.;Erica;L.
Heide;Steife H.;Erica;L.
Heide;Graue H.;Erica;L.
Heide;Wimper-H.;Erica;L.
Heide;Cornwall-H.;Erica;L.
Heide;Schnee-H.;Erica;L.
Heide;Purpur-H.;Erica;L.
Ährenheide;Ährenheide;Bruckenthalia;RCHB.
Krähenbeere;Rotfrüchtige K.;Empetrum;L.
Krähenbeere;Gewöhnliche K.;Empetrum;L.
Krähenbeere;Zwittrige K.;Empetrum;L.
Bronzeblatt, Zauberstab;Bronzeblatt, Zauberstab;Galax;SIMS
Winterblatt;Alpenglöckchenähnliches W.;Shortia;TORR.
Winterblatt;Galaxblättriges W.;Shortia;TORR.
Winterblatt;Einblütiges W.;Shortia;TORR.
Gilbweiderich, Felberich;Purpurblütiger F.;Lysimachia;L.
Gilbweiderich, Felberich;Iberischer F.;Lysimachia;L.
Gilbweiderich, Felberich;Fortune-F.;Lysimachia;L.
Gilbweiderich, Felberich;Schnee-F., Entenschnabel-F.;Lysimachia;L.
Gilbweiderich, Felberich;Schwerähriger F.;Lysimachia;L.
Gilbweiderich, Felberich;Strauß-G.;Lysimachia;L.
Gilbweiderich, Felberich;Gedrängtblütiger G.;Lysimachia;L.
Gilbweiderich, Felberich;Henry-G.;Lysimachia;L.
Gilbweiderich, Felberich;Bewimperter G.;Lysimachia;L.
Gilbweiderich, Felberich;Gewöhnlicher G.;Lysimachia;L.
Gilbweiderich, Felberich;Drüsiger G.;Lysimachia;L.
Gilbweiderich, Felberich;Japanischer G.;Lysimachia;L.
Gilbweiderich, Felberich;Pfennig-G., Pfennigkraut;Lysimachia;L.
Gilbweiderich, Felberich;Hain-G.;Lysimachia;L.
Siebenstern;Europäischer S.;Trientalis;L.
Siebenstern;Breitblättriger S.;Trientalis;L.
Gauchheil;Mittelmeer-G.;Anagallis;
Gauchheil;Zarter G.;Anagallis;
Gauchheil;Wechselblättriger G.;Anagallis;
Alpenveilchen;Zimmer-A.;Cyclamen;L.
Alpenveilchen;Libysches A.;Cyclamen;L.
Alpenveilchen;Griechisches A.;Cyclamen;L.
Alpenveilchen;Zyprisches A.;Cyclamen;L.
Alpenveilchen;Herbst-A., Neapolitanisches A.;Cyclamen;L.
Alpenveilchen;Algerisches A.;Cyclamen;L.
Alpenveilchen;Wildes A.;Cyclamen;L.
Alpenveilchen;Türkisches A.;Cyclamen;L.
Alpenveilchen;Wunderbares A.;Cyclamen;L.
Alpenveilchen;Balearen-A.;Cyclamen;L.
Alpenveilchen;Kreta-A.;Cyclamen;L.
Alpenveilchen;Efeublättriges A.;Cyclamen;L.
Alpenveilchen;Freiland-A.;Cyclamen;L.
Alpenveilchen;Südosttürkisches A.;Cyclamen;L.
Alpenveilchen;Flügelrand-A.;Cyclamen;L.
Alpenveilchen;Kleinblütiges A.;Cyclamen;L.
Heilglöckel;Semenov-H.;Cortusa;L.
Heilglöckel;Peking-H., Chinesi-sches H.;Cortusa;L.
Heilglöckel;Altai-H.;Cortusa;L.
Heilglöckel;Alpen-H.;Cortusa;L.
Mannsschild;Riesen-M.;Androsace;L.
Mannsschild;Fädiger M.;Androsace;L.
Mannsschild;Verlängerter M.;Androsace;L.
Mannsschild;Nördlicher M.;Androsace;L.
Mannsschild;Rundblättriger M.;Androsace;L.
Mannsschild;Frauenmantel-M.;Androsace;L.
Mannsschild;Sikkim-M.;Androsace;L.
Mannsschild;Chinesischer M.;Androsace;L.
Mannsschild;Studenten-M.;Androsace;L.
Mannsschild;Milchweißer M.;Androsace;L.
Mannsschild;Zottiger M.;Androsace;L.
Mannsschild;Bewimperter M.;Androsace;L.
Mannsschild;Fleischroter M.;Androsace;L.
Mannsschild;Stumpfblättriger M.;Androsace;L.
Mannsschild;Balkanischer M.;Androsace;L.
Mannsschild;Kugeltragender M.;Androsace;L.
Mannsschild;Pyrenäen-M.;Androsace;L.
Mannsschild;Milchweißer M.;Androsace;L.
Mannsschild;Vandell-M.;Androsace;L.
Mannsschild;Zylindrischer M.;Androsace;L.
Mannsschild;Schweizer M.;Androsace;L.
Mannsschild;Apenninischer M.;Androsace;L.
Mannsschild;Weichhaariger M.;Androsace;L.
Mannsschild;Alpen-M.;Androsace;L.
Goldprimel;Goldprimel;Primula;L.
Primel, Schlüsselblume;Gamsblume, Alpen-Aurikel;Primula;L.
Primel, Schlüsselblume;Garten-P., Garten-Aurikel;Primula;L.
Primel, Schlüsselblume;Palinuri-P.;Primula;L.
Primel, Schlüsselblume;New Mexico-P.;Primula;L.
Primel, Schlüsselblume;Seealpen-P.;Primula;L.
Primel, Schlüsselblume;Breitblättrige P.;Primula;L.
Primel, Schlüsselblume;Ansehnliche P.;Primula;L.
Primel, Schlüsselblume;Zwerg-P., Habmichlieb;Primula;L.
Primel, Schlüsselblume;Wulfen-P., Südostalpen-P.;Primula;L.
Primel, Schlüsselblume;Meergrüne P.;Primula;L.
Primel, Schlüsselblume;Piemont-P.;Primula;L.
Primel, Schlüsselblume;Zottige P.;Primula;L.
Primel, Schlüsselblume;Behaarte P.;Primula;L.
Primel, Schlüsselblume;Allioni-P.;Primula;L.
Primel, Schlüsselblume;Behaarte P.;Primula;L.
Primel, Schlüsselblume;Ganzblättrige P.;Primula;L.
Primel, Schlüsselblume;Clusius-P.;Primula;L.
Primel, Schlüsselblume;Schwarzmeer-P.;Primula;L.
Primel, Schlüsselblume;Teppich-P.;Primula;L.
Primel, Schlüsselblume;Clark-P.;Primula;L.
Primel, Schlüsselblume;Vielnervige P., Veitch-P.;Primula;L.
Primel, Schlüsselblume;Siebold-P.;Primula;L.
Primel, Schlüsselblume;Heilglöckel-P.;Primula;L.
Primel, Schlüsselblume;Schaftlose P.;Primula;L.
Primel, Schlüsselblume;Ähren-P.;Primula;L.
Primel, Schlüsselblume;Orchideen-P.;Primula;L.
Primel, Schlüsselblume;Reid-P.;Primula;L.
Primel, Schlüsselblume;Kopf-P.;Primula;L.
Primel, Schlüsselblume;Kugel-P.;Primula;L.
Primel, Schlüsselblume;Siebold-P.;Primula;L.
Primel, Schlüsselblume;Heilglöckel-P.;Primula;L.
Primel, Schlüsselblume;Cockburn-P.;Primula;L.
Primel, Schlüsselblume;Wiesen-P., Wiesenschlüsselblume, Himmelschlüssel;Primula;L.
Primel, Schlüsselblume;Tibet-P.;Primula;L.
Primel, Schlüsselblume;Rosen-P.;Primula;L.
Primel, Schlüsselblume;Mehl-P.;Primula;L.
Primel, Schlüsselblume;Laubreiche P.;Primula;L.
Primel, Schlüsselblume;Weißblütige P.;Primula;L.
Primel, Schlüsselblume;Sikkim-P.;Primula;L.
Primel, Schlüsselblume;Hohe P., Wald-P., Hohe Sch., Himmelschlüssel;Primula;L.
Primel, Schlüsselblume;Wiesen-P., Wiesen-Sch., Himmelschlüssel;Primula;L.
Primel, Schlüsselblume;Weißblütige P.;Primula;L.
Primel, Schlüsselblume;Poisson-P.;Primula;L.
Primel, Schlüsselblume;Orangeblütige P.;Primula;L.
Primel, Schlüsselblume;Bulley-P.;Primula;L.
Primel, Schlüsselblume;Cockburn-P.;Primula;L.
Primel, Schlüsselblume;Yunnan-P.;Primula;L.
Primel, Schlüsselblume;Siebold-P.;Primula;L.
Primel, Schlüsselblume;Heilglöckel-P.;Primula;L.
Primel, Schlüsselblume;Japan-P.;Primula;L.
Primel, Schlüsselblume;Burma-P.;Primula;L.
Primel, Schlüsselblume;Bees-P.;Primula;L.
Primel, Schlüsselblume;Sichuan-P.;Primula;L.
Dionysie;Hüllkelch-D.;Dionysia;FENZL
Dionysie;Rollblatt-D.;Dionysia;FENZL
Dionysie;Matten-D.;Dionysia;FENZL
Wasserfeder, Wasserprimel;Europäische Wasserfeder, Wasserprimel;Hottonia;L.
Wasserfeder, Wasserprimel;Amerikanische W.;Hottonia;L.
Götterblume;Gezähnte G.;Dodecatheon;L.
Götterblume;Alpine G.;Dodecatheon;L.
Götterblume;Hohe G.;Dodecatheon;L.
Götterblume;Henderson-G;Dodecatheon;L.
Götterblume;Cleveland-G.;Dodecatheon;L.
Götterblume;Schöne G.;Dodecatheon;L.
Götterblume;Columbia-G.;Dodecatheon;L.
Götterblume;Mead-G.;Dodecatheon;L.
Alpenglöckchen, Troddelblume;Kleinstes A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Österreichisches A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Karpatisches Zwerg-A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Alpisches Zwerg-A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Pindus-A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Gewöhnliches A., Alpen-T.;Soldanella;L.
Alpenglöckchen, Troddelblume;Karpaten-A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Pyrenäen-A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Berg-A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Ungarisches A.;Soldanella;L.
Alpenglöckchen, Troddelblume;Bulgarisches A.;Soldanella;L.
Dreiblattspiere, Gillenie;Südliche D.;Gillenia;MOENCH
Dreiblattspiere, Gillenie;Nördliche D.;Gillenia;MOENCH
Felsspiere;Mattenbildende F.;Petrophytum;(NUTT.)
Felsspiere;Aschgraue F.;Petrophytum;(NUTT.)
Felsspiere;Henderson-F.;Petrophytum;(NUTT.)
Lütkea;Westamerikanische L.;Luetkea;BONG.
Geißbart;Wald-G.;Aruncus;L.
Geißbart;Koreanischer G.;Arunucus;L.
Mädesüß, Spierstaude;Kleines M., Knollen-S., Filipendelwurz;Filipendula;MILL.
Mädesüß, Spierstaude;Rotes M., Amerikanisches M.;Filipendula;MILL.
Mädesüß, Spierstaude;Handblättriges M.;Filipendula;MILL.
Mädesüß, Spierstaude;Echtes M., Großes M.;Filipendula;MILL.
Mädesüß, Spierstaude;Kamtschatka-M.;Filipendula;MILL.
Mädesüß, Spierstaude;Hybrid-M.;Filipendula;MILL.
Himbeere, Moltebeere, Brombeere;Zimt-H.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Moltebeere;Rubus;L.
Himbeere, Moltebeere, Brombeere;Kriech-H.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Alåkerbeere;Rubus;L.
Himbeere, Moltebeere, Brombeere;Arktische H.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Himalaja-H.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Himbeere;Rubus;L.
Himbeere, Moltebeere, Brombeere;Japanische H.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Pracht-H.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Japanische Weinbeere;Rubus;L.
Himbeere, Moltebeere, Brombeere;Allegheny-B.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Armenische B.;Rubus;L.
Himbeere, Moltebeere, Brombeere;Schlitzblättrige B.;Rubus;L.
Odermennig;Kleiner O.;Agrimonia;L.
Odermennig;Großer O.;Agrimonia;L.
Wiesenknopf;Kleiner W., Kleine Bibernelle;Sanguisorba;L.
Wiesenknopf;Südalpischer W.;Sanguisorba;L.
Wiesenknopf;Hakusan-W.;Sanguisorba;L.
Wiesenknopf;Großer W.;Sanguisorba;L.
Wiesenknopf;Kanadischer W.;Sanguisorba;L.
Wiesenknopf;Japanischer W.;Sanguisorba;L.
Wiesenknopf;Ostasiatischer W.;Sanguisorba;L.
Perlbeere;Perlbeere;Margyricarpus;RUIZ
Stachelnüsschen;Unbewehrtes St.;Acaena;MUTIS
Stachelnüsschen;Seidenhaariges St.;Acaena;MUTIS
Stachelnüsschen;Tausendblättriges St.;Acaena;MUTIS
Stachelnüsschen;Südamerikanisches St.;Acaena;MUTIS
Stachelnüsschen;Magellan-St.;Acaena;MUTIS
Stachelnüsschen;Braunblättriges St.;Acaena;MUTIS
Stachelnüsschen;Blaugrünes St.;Acaena;MUTIS
Stachelnüsschen;Piripiri-St.;Acaena;MUTIS
Stachelnüsschen;Gänsefingerkraut-St.;Acaena;MUTIS
Stachelnüsschen;Graublaues St.;Acaena;MUTIS
Stachelnüsschen;Magellan-St.;Acaena;MUTIS
Silberwurz;Gelbe S.;Dryas;L.
Silberwurz;Weiße S.;Dryas;L.
Silberwurz;Ganzblättrige S.;Dryas;L.
Nelkenwurz;Ross-N.;Geum;L.
Nelkenwurz;Kriechende N.;Geum;L.
Nelkenwurz;Prärie-N.;Geum;L.
Nelkenwurz;Berg-N., Petersbart;Geum;L.
Nelkenwurz;Bulgarische N.;Geum;L.
Nelkenwurz;Bach-N.;Geum;L.
Nelkenwurz;Rote N.;Geum;L.
Nelkenwurz;Chiloé-N.;Geum;L.
Nelkenwurz;Japanische N.;Geum;L.
Nelkenwurz;Russische N.;Geum;L.
Waldsteinie, Golderdbeere;Gelapptblättrige W.;Waldsteinia;WILLD.
Waldsteinie, Golderdbeere;Dreiblättrige W.;Waldsteinia;WILLD.
Waldsteinie, Golderdbeere;Erdbeer-W., Golderdbeere;Waldsteinia;WILLD.
Fingerkraut;Dsungarisches F.;Potentilla;L.
Fingerkraut;Strauch-F., Fingerstrauch;Potentilla;L.
Fingerkraut;Sumpf-F., Blutauge;Potentilla;L.
Fingerkraut;Felsen-F.;Potentilla;L.
Fingerkraut;Großes F.;Potentilla;L.
Fingerkraut;Schlitzblättriges F.;Potentilla;L.
Fingerkraut;Gänse-F.;Potentilla;L.
Fingerkraut;Zweispaltiges F.;Potentilla;L.
Fingerkraut;Chinesisches F.;Potentilla;L.
Fingerkraut;Blutwurz, Tormentill;Potentilla;L.
Fingerkraut;Englisches F.;Potentilla;L.
Fingerkraut;Ansehnliches F.;Potentilla;L.
Fingerkraut;Dolomiten-F.;Potentilla;L.
Fingerkraut;Erdbeer-F.;Potentilla;L.
Fingerkraut;Kleinblütiges F.;Potentilla;L.
Fingerkraut;Blutrotes F.;Potentilla;L.
Fingerkraut;Keiliges F.;Potentilla;L.
Fingerkraut;Wollfrüchtiges F.;Potentilla;L.
Fingerkraut;Japanisches F.;Potentilla;L.
Fingerkraut;Silber-F.;Potentilla;L.
Fingerkraut;Nepal-F.;Potentilla;L.
Fingerkraut;Hybrid-F.;Potentilla;L.
Fingerkraut;Stängel-F.;Potentilla;L.
Fingerkraut;Weißes F.;Potentilla;L.
Fingerkraut;Ostalpen-F.;Potentilla;L.
Fingerkraut;Kriechendes F.;Potentilla;L.
Fingerkraut;Gold-F.;Potentilla;L.
Fingerkraut;Sand-F.;Potentilla;L.
Fingerkraut;Silber-F.;Potentilla;L.
Fingerkraut;Frühlings-F.;Potentilla;L.
Fingerkraut;Rötliches F.;Potentilla;L.
Fingerkraut;Aufrechtes F.;Potentilla;L.
Fingerkraut;Zottiges F., Crantz-F.;Potentilla;L.
Erdbeere;Garten-E.;Fragaria;L.
Erdbeere;Scharlach-E., Virginische E.;Fragaria;L.
Erdbeere;Chile-E.;Fragaria;L.
Erdbeere;Garten-E.;Fragaria;L.
Erdbeere;Scharlach-E., Virginische E.;Fragaria;L.
Erdbeere;Zimt-E.;Fragaria;L.
Erdbeere;Monats-Erdbeere;Fragaria;L.
Erdbeere;Wald-E.;Fragaria;L.
Scheinerdbeere, Indische Erdbeere;Indische Sch.;Duchesnea;SM.
Gelbling;Gelbling;Sibbaldia;L.
Frauenmantel, Silbermantel, Sinau;Langzähniger F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Felsen-F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Alpen-S.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Verbundener F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Glänzender F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Hoppe-F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Kalkalpen-F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Färöer-F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Schimmernder F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Seidiger F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Weichhaariger F., Bastard-F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Kaukasus-F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Rotstieliger F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Gewöhnlicher F., Spitzlappiger F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Kahlblättriger F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Weicher F.;Alchemilla;L.
Frauenmantel, Silbermantel, Sinau;Ansehnlicher F.;Alchemilla;L.
Zwergmispel;Fächer-Z.;Cotoneaster;MEDIK.
Zwergmispel;Kleine Z.;Cotoneaster;MEDIK.
Zwergmispel;Spalier-Z.;Cotoneaster;MEDIK.
Zwergmispel;Nanshan-Z.;Cotoneaster;MEDIK.
Zwergmispel;Waterer-Hybrid-Z.;Cotoneaster;MEDIK.
Zwergmispel;Sargent-Z.;Cotoneaster;MEDIK.
Zwergmispel;Teppich-Z.;Cotoneaster;MEDIK.
Zwergmispel;Wurzelnde Z.;Cotoneaster;MEDIK.
Zwergmispel;Niederliegende Z.;Cotoneaster;MEDIK.
Zwergmispel;Yunnan-Z.;Cotoneaster;MEDIK.
Zwergmispel;Kleinblättrige Z.;Cotoneaster;MEDIK.
Zwergmispel;Thymianblättrige Z.;Cotoneaster;MEDIK.
Zwergmispel;Bogen-Z.;Cotoneaster;MEDIK.
Zwergmispel;Schwedische Z.;Cotoneaster;MEDIK.
Scheinhortensie;Blaue Sch.;Deinanthe;MAXIM.
Scheinhortensie;Zweispaltige Sch.;Deinanthe;MAXIM.
Wachsglocke;Wachsglocke;Kirengeshoma;YATABE
Hortensie;Garten-H.;Hydrangea;L.
Fetthenne, Mauerpfeffer;Kriechtrieb-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Sibirische F;Sedum;L.
Fetthenne, Mauerpfeffer;Kamtschatka-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Amur-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Große F.;Sedum;L.
Fetthenne, Mauerpfeffer;Deckblatt-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Zwergstrauch-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Behaarte F.;Sedum;L.
Fetthenne, Mauerpfeffer;Rundblättrige F.;Sedum;L.
Fetthenne, Mauerpfeffer;Siebold-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Japanische F.;Sedum;L.
Fetthenne, Mauerpfeffer;Ewers-W.;Sedum;L.
Fetthenne, Mauerpfeffer;Kaukasus-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Purpur-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Prächtige F.;Sedum;L.
Fetthenne, Mauerpfeffer;Spanische F.;Sedum;L.
Fetthenne, Mauerpfeffer;Buckel-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Spanische F.;Sedum;L.
Fetthenne, Mauerpfeffer;Weiße F.;Sedum;L.
Fetthenne, Mauerpfeffer;Zierliche F.;Sedum;L.
Fetthenne, Mauerpfeffer;Ockergelbe F.;Sedum;L.
Fetthenne, Mauerpfeffer;Nizza-F.;Sedum;L.
Fetthenne, Mauerpfeffer;Felsen-F., Tripmadam;Sedum;L.
Fetthenne, Mauerpfeffer;Scharfer Mauerpfeffer;Sedum;L.
Fetthenne, Mauerpfeffer;Milder Mauerpfeffer;Sedum;L.
Rosenwurz;Rosenwurz;Rhodiola;L.
Sternwurz;Dorn-St.;Orostachys;FISCH.
Hauswurz, Dachwurz;Spinnweben-H.;Sempervivum;L.
Hauswurz, Dachwurz;Gelbe H., Wulfen-H.;Sempervivum;L.
Hauswurz, Dachwurz;Serpentin-H.;Sempervivum;L.
Hauswurz, Dachwurz;Großblütige H.;Sempervivum;L.
Hauswurz, Dachwurz;Dach-H.;Sempervivum;L.
Hauswurz, Dachwurz;Berg-S.;Sempervivum;L.
Hauswurz, Dachwurz;Balkan-H.;Sempervivum;L.
Donarsbart, Fransenhauswurz;Donarsbart, Fransenhauswurz;Jovibarba;(DC.)
Echeverie;Langstämmige E.;Echeveria;DC.
Echeverie;Peacock-E.;Echeveria;DC.
Echeverie;Derenberg-E.;Echeveria;DC.
Echeverie;Schöne E.;Echeveria;DC.
Echeverie;Agavenähnliche E.;Echeveria;DC.
Walddickblatt, Goldtröpfchen;Kaukasus-W., Goldtröpfchen;Chiastophyllum;A. BECKER.
Prachtspiere;Einfachblättrige P.;Astilbe;BUCH.-HAM.
Prachtspiere;Bach-P.;Astilbe;BUCH.-HAM.
Prachtspiere;Japanische P.;Astilbe;BUCH.-HAM.
Prachtspiere;Thunberg-P.;Astilbe;BUCH.-HAM.
Prachtspiere;Rote P.;Astilbe;BUCH.-HAM.
Prachtspiere;Chinesische P.;Astilbe;BUCH.-HAM.
Schaublatt;Maiapfelblättriges Sch.;Rodgersia;A.
Schaublatt;Rosskastanienblättriges Sch.;Rodgersia;A.
Schaublatt;Holunderblättriges Sch.;Rodgersia;A.
Schaublatt;Fiederblättriges Sch.;Rodgersia;A.
Tafelblatt;Tafelblatt;Astilboides;ENGL.
Tanakea;Wurzelnde T., Japanische Schaumblüte;Tanakea;FRANCH.
Ahornblatt;Ahornblatt;Mukdenia;KOIDZ.
Ahornblatt;Ahornblatt;Mukdenia;KOIDZ.
Bergenie;Himalaja-B.;Bergenia;MOENCH
Bergenie;Purpurrötliche B.;Bergenia;MOENCH
Bergenie;Herzblättrige B.;Bergenia;MOENCH
Bergenie;Dickblatt-B.;Bergenia;MOENCH
Bergenie;Kaschmir-B.;Bergenia;MOENCH
Bergenie;Himalaja-B.;Bergenia;MOENCH
Bergenie;Purpurrötliche B.;Bergenia;MOENCH
Bergenie;Garten-B.;Bergenia;MOENCH
Bergenie;Boykinie;Bergenia;MOENCH
Bergenie;Rundblättrige B.;Bergenia;MOENCH
Bergenie;Eisenhutblättrige B.;Bergenia;MOENCH
Peltoboykinie;Tellimaähnliche P.;Peltoboykinia;HARA
Peltoboykinie;Watanabe-P.;Peltoboykinia;HARA
Schildblatt;Schildblatt;Darmera;VOSS
Steinbrech;Roter St., Gegenblättriger St.;Saxifraga;L.
Steinbrech;Kies-St.;Saxifraga;L.
Steinbrech;Wacholderblättriger St.;Saxifraga;L.
Steinbrech;Athos-St.;Saxifraga;L.
Steinbrech;Hauswurz-St.;Saxifraga;L.
Steinbrech;Kies-St.;Saxifraga;L.
Steinbrech;Mazedonischer St., Ferdinand von Coburg-St.;Saxifraga;L.
Steinbrech;Blaugrüner St.;Saxifraga;L.
Steinbrech;Sparriger St.;Saxifraga;L.
Steinbrech;Burser-St.;Saxifraga;L.
Steinbrech;Kalkrand-St.;Saxifraga;L.
Steinbrech;Balkan-St.;Saxifraga;L.
Steinbrech;Pyrenäen-St.;Saxifraga;L.
Steinbrech;Fettblatt-St., Strauß-St. –;Saxifraga;L.
Steinbrech;Krusten-St.;Saxifraga;L.
Steinbrech;Host-St.;Saxifraga;L.
Steinbrech;Trauben-St., Rispen-St.;Saxifraga;L.
Steinbrech;Nelkenwurz-St.;Saxifraga;L.
Steinbrech;Zimbelkraut-St.;Saxifraga;L.
Steinbrech;Hängender St., Judenbart;Saxifraga;L.
Steinbrech;Herbst-St.;Saxifraga;L.
Steinbrech;Heilglöckelblättriger St.;Saxifraga;L.
Steinbrech;Körnchen-St., Knöllchen-St.;Saxifraga;L.
Steinbrech;Rundblättriger St.;Saxifraga;L.
Steinbrech;Rauhaar-St.;Saxifraga;L.
Steinbrech;Fetthennen-St.;Saxifraga;L.
Steinbrech;Mannsschild-St.;Saxifraga;L.
Steinbrech;Rauer St.;Saxifraga;L.
Steinbrech;Moos-St.;Saxifraga;L.
Steinbrech;Porzellanblümchen;Saxifraga;L.
Steinbrech;Schatten-St.;Saxifraga;L.
Steinbrech;Keilblättriger St.;Saxifraga;L.
Steinbrech;Moschus-St.;Saxifraga;L.
Steinbrech;Piemonteser St.;Saxifraga;L.
Steinbrech;Mannsschild-St.;Saxifraga;L.
Steinbrech;Astmoos-St.;Saxifraga;L.
Steinbrech;Dreigabliger St., Gabel-St.;Saxifraga;L.
Steinbrech;Rasen-St.;Saxifraga;L.
Steinbrech;Polster-St.;Saxifraga;L.
Telesonix;Telesonix;Telesonix;RAF.
Schaumblüte, Bischofskappe;Asiatische Sch.;Tiarella;L.
Schaumblüte, Bischofskappe;Wherry-Sch.;Tiarella;L.
Schaumblüte, Bischofskappe;Wald-Sch., Herzblättrige Sch.;Tiarella;L.
Schaumblüte, Bischofskappe;Lappenblättrige Sch.;Tiarella;L.
Schaumblüte, Bischofskappe;Dreiblättrige Sch.;Tiarella;L.
Schaumblüte, Bischofskappe;Schlitzblättrige Sch.;Tiarella;L.
Purpurglöckchen;Echtes P.;Heuchera;L.
Purpurglöckchen;Zylindrisches P.;Heuchera;L.
Purpurglöckchen;Johannisbeerblättriges P.;Heuchera;L.
Purpurglöckchen;Prärie-P.;Heuchera;L.
Purpurglöckchen;Appalachen-P.;Heuchera;L.
Purpurglöckchen;Hohes P.;Heuchera;L.
Purpurglöckchen;Kahles P.;Heuchera;L.
Purpurglöckchen;Kleinblütiges P.;Heuchera;L.
Purpurglöckchen;Küsten-P.;Heuchera;L.
Lebendblatt;Lebendblatt, Henne mit Küken;Tolmiea;TORR.
Bischofskappe;Gegenblättrige B.;Mitella;L.
Bischofskappe;Wechselblättrige B.;Mitella;L.
Bischofskappe;Zehnmännige B.;Mitella;L.
Bischofskappe;Fünfmännige B.;Mitella;L.
Bischofskappe;Brewer-B.;Mitella;L.
Bischofskappe;Rauhaarige B.;Mitella;L.
Bischofskappe;Einseitswendige B.;Mitella;L.
Bischofskappe;Dreispaltige B.;Mitella;L.
Tellima;Großblütige T., Falsche Alraunwurzel;Tellima;R. BR.
Brautkranz;Brautkranz;Francoa;CAV.
Schlauchpflanze;Rotbraune S.;Sarracenia;L.
Schlauchpflanze;Gelbe S.;Sarracenia;L.
Venusfliegenfalle;Venusfliegenfalle;Dionaea;ELLIS
Sonnentau;Fadenblättriger S.;Drosera;L.
Sonnentau;Gabelblättriger S.;Drosera;L.
Sonnentau;Rundblättriger S.;Drosera;L.
Sonnentau;Linealblättriger S.;Drosera;L.
Sonnentau;Langblättriger S.;Drosera;L.
Sonnentau;Bastard-S.;Drosera;L.
Sonnentau;Mittlerer S.;Drosera;L.
Fuchsbohne;Lanzettliche F.;Thermopsis;R.
Fuchsbohne;Bart-F.;Thermopsis;R.
Fuchsbohne;Zottige F.;Thermopsis;R.
Fuchsbohne;Berg-F.;Thermopsis;R.
Fuchsbohne;Echte F.;Thermopsis;R.
Fuchsbohne;Färberhülse;Thermopsis;R.
Fuchsbohne;Echte F., Falscher Indigo;Thermopsis;R.
Fuchsbohne;Blaue F.;Thermopsis;R.
Fuchsbohne;Weiße F.;Thermopsis;R.
Lupine;Weiße L.;Lupinus;L.
Lupine;Blaue L.;Lupinus;L.
Lupine;Schmalblättrige L.;Lupinus;L.
